Mon Aug 15 16:20:32 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
23 60 300 534 13.1 100000 7386 0 0 0 0 0 
24 60 300 535 12.93 100000 96836 0 0 0 0 0 
25 60 300 471 14.64 100000 34061 0 0 0 0 0 
26 60 300 481 13.08 100000 186 0 0 0 0 0 
27 60 300 428 13.48 100000 28921 0 0 0 0 0 
28 60 300 557 13.45 100000 10655 0 0 0 0 0 
29 60 300 500 13.26 100000 12755 0 0 0 0 0 
30 60 300 636 12.01 100000 12565 0 0 0 0 0 
31 80 300 654 19.51 100000 54870 0 0 1.11 0 0 
32 80 300 688 17.02 100000 13276 0 0 0 0 0 
33 80 300 673 18.84 100000 23707 0 0 0 0 0 
34 80 300 704 18.64 100000 19821 0 0 0 0 0 
35 80 300 675 19.68 100000 21824 0 0 0 0 0 
36 80 300 741 19.73 100000 29637 0 0 0 0 0 
37 80 300 785 17.98 100000 37000 0 0 0 0 0 
38 80 300 787 18.15 100000 75485 0 0 0 0 0 
39 80 300 805 17.84 100000 87622 0 0 0 0 0 
40 80 300 698 19.69 100000 89304 0 0 0 0 0 
41 100 300 777 26.69 100000 69762 0 0 0.83 0 0 
42 100 300 902 25.62 100000 40785 0 0 0 0 0 
43 100 300 763 26.32 100000 27145 0 0 0 0 0 
44 100 300 822 26.54 100000 77412 0 0 0 0 0 
45 100 300 870 25.96 100000 97719 0 0 0 0 0 
46 100 300 996 25.32 100000 11995 0 0 0 0 0 
47 100 300 794 24.95 100000 398 0 0 0 0 0 
48 100 300 899 25.99 100000 69628 0 0 0 0 0 
49 100 300 855 25.39 100000 6552 0 0 0 0 0 
50 100 300 1005 25.27 100000 53120 0 0 0 0 0 

Thu Oct  6 19:19:04 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 190 0.79 10000 2820 0 0 20.11 0 0 
2 20 300 115 0.92 10000 709 0 0 0 0 0 
3 20 300 198 0.82 10000 1990 0 0 0 0 0 
4 20 300 140 0.93 10000 8715 0 0 8.67 0 0 
5 20 300 159 0.95 10000 2412 0 0 0 0 0 
6 20 300 215 0.89 10000 2045 0 0 0 0 0 
7 20 300 161 0.89 10000 83 0 0 0 0 0 
8 20 300 144 0.86 10000 178 0 0 0 0 0 
9 20 300 189 0.83 10000 3472 0 0 0 0 0 
10 20 300 203 0.84 10000 5431 0 0 0 0 0 
11 40 300 241 1.89 10000 2988 0 0 8.46 0 0 
12 40 300 310 1.86 10000 5219 0 0 4.14 0 0 
13 40 300 401 1.81 10000 1260 0 0 0 0 0 
14 40 300 361 1.68 10000 2279 0 0 0 0 0 
15 40 300 414 1.79 10000 2021 0 0 0 0 0 
16 40 300 303 1.75 10000 9342 0 0 0 0 0 
17 40 300 314 1.87 10000 2479 0 0 0 0 0 
18 40 300 436 1.65 10000 3339 0 0 0 0 0 
19 40 300 295 1.89 10000 2960 0 0 0 0 0 
20 40 300 298 1.98 10000 160 0 0 0 0 0 
21 60 300 591 2.71 10000 5151 0 0 6.3 0 0 
22 60 300 498 2.88 10000 3105 0 0 0 0 0 
23 60 300 537 2.74 10000 2220 0 0 0 0 0 
24 60 300 538 2.71 10000 4233 0 0 0 0 0 
25 60 300 474 3.09 10000 6622 0 0 0 0 0 
26 60 300 482 2.77 10000 1868 0 0 0 0 0 
27 60 300 430 2.87 10000 5406 0 0 0 0 0 
28 60 300 560 2.86 10000 3893 0 0 0 0 0 
29 60 300 502 2.82 10000 1220 0 0 0 0 0 
30 60 300 639 2.63 10000 9966 0 0 0 0 0 
31 80 300 658 3.97 10000 2640 0 0 3.96 0 0 
32 80 300 692 3.57 10000 1495 0 0 0 0 0 
33 80 300 675 3.81 10000 4775 0 0 1.69 0 0 
34 80 300 703 3.84 10000 3814 0 0 0 0 0 
35 80 300 679 4.04 10000 1746 0 0 0 0 0 
36 80 300 744 3.97 10000 5455 0 0 0 0 0 
37 80 300 787 3.72 10000 7432 0 0 0 0 0 
38 80 300 791 3.71 10000 9289 0 0 0 0 0 
39 80 300 809 3.73 10000 2359 0 0 0 0 0 
40 80 300 699 4.06 10000 2928 0 0 0 0 0 
41 100 300 779 5.37 10000 1880 0 0 2.8 0 0 
42 100 300 903 5.09 10000 381 0 0 0 0 0 
43 100 300 765 5.41 10000 1324 0 0 0 0 0 
44 100 300 827 5.26 10000 1174 0 0 0 0 0 
45 100 300 876 5.12 10000 2806 0 0 0 0 0 
46 100 300 1001 5 10000 9351 0 0 1.49 0 0 
47 100 300 795 4.99 10000 2653 0 0 0 0 0 
48 100 300 904 5.2 10000 3815 0 0 0 0 0 
49 100 300 854 5.09 10000 9916 0 0 0 0 0 
50 100 300 1007 5.04 10000 6331 0 0 0 0 0 

Sun Oct  9 20:03:46 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 194 1.93 10000 984 0 0 7.14 0 0 
2 20 300 116 1.62 10000 8533 0 0 5.51 0 0 
3 20 300 199 1.77 10000 29 0 0 0 0 0 
4 20 300 142 1.66 10000 6565 0 0 0 0 0 
5 20 300 164 1.67 10000 7066 0 0 0 0 0 
6 20 300 221 1.67 10000 2621 0 0 0 0 0 
7 20 300 158 1.65 10000 5045 0 0 0 0 0 
8 20 300 149 1.71 10000 8551 0 0 0 0 0 
9 20 300 187 1.88 10000 1528 0 0 0 0 0 
10 20 300 216 1.75 10000 1034 0 0 0 0 0 
11 40 300 243 4.61 10000 6358 0 0 3.79 0 0 
12 40 300 311 4.72 10000 7198 0 0 1.42 0 0 
13 40 300 404 5.12 10000 8048 0 0 0 0 0 
14 40 300 367 4.96 10000 3188 0 0 0 0 0 
15 40 300 416 4.95 10000 2684 0 0 0 0 0 
16 40 300 303 4.75 10000 2799 0 0 0 0 0 
17 40 300 313 4.63 10000 1175 0 0 0 0 0 
18 40 300 440 5.07 10000 3141 0 0 0 0 0 
19 40 300 291 4.93 10000 4490 0 0 0 0 0 
20 40 300 300 4.92 10000 2148 0 0 0 0 0 
21 60 300 597 9.66 10000 1862 0 0 1.55 0 0 
22 60 300 502 9.78 10000 4108 0 0 0.78 0 0 
23 60 300 541 10.29 10000 3956 0 0 0 0 0 
24 60 300 536 9.71 10000 2873 0 0 0 0 0 
25 60 300 477 9.49 10000 222 0 0 0 0 0 
26 60 300 481 9.39 10000 8809 0 0 0 0 0 
27 60 300 432 8.91 10000 7721 0 0 0 0 0 
28 60 300 557 9.2 10000 4918 0 0 0 0 0 
29 60 300 506 9.49 10000 2247 0 0 0 0 0 
30 60 300 636 10.05 10000 9067 0 0 0 0 0 
31 80 300 654 14.82 10000 6341 0 0 1.18 0 0 
32 80 300 692 15.91 10000 2111 0 0 0 0 0 
33 80 300 676 15.29 10000 5720 0 0 0 0 0 
34 80 300 707 15.3 10000 7955 0 0 0 0 0 
35 80 300 677 15.32 10000 7973 0 0 0 0 0 
36 80 300 744 15.17 10000 98 0 0 0 0 0 
37 80 300 786 16.14 10000 7407 0 0 0 0 0 
38 80 300 788 15.26 10000 4957 0 0 0 0 0 
39 80 300 812 15.95 10000 8114 0 0 0 0 0 
40 80 300 706 15.43 10000 7835 0 0 0 0 0 
41 100 300 781 22.69 10000 3415 0 0 0.71 0 0 
42 100 300 901 22.55 10000 5849 0 0 0.34 0 0 
43 100 300 772 21.75 10000 6331 0 0 0 0 0 
44 100 300 831 22.48 10000 4309 0 0 0 0 0 
45 100 300 879 22.58 10000 9904 0 0 0 0 0 
46 100 300 999 23.28 10000 667 0 0 0 0 0 
47 100 300 796 21.58 10000 1150 0 0 0 0 0 
48 100 300 906 22.6 10000 2483 0 0 0 0 0 
49 100 300 857 21.61 10000 3801 0 0 0 0 0 
50 100 300 1005 22.49 10000 3945 0 0 0 0 0 

Mon Oct 10 14:39:47 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 194 1.8 10000 5066 0 0 9.47 0 0 
2 20 300 119 1.59 10000 213 0 0 0 0 0 
3 20 300 199 1.77 10000 20 0 0 0 0 0 
4 20 300 144 1.62 10000 43 0 0 0 0 0 
5 20 300 167 1.62 10000 16 0 0 0 0 0 
6 20 300 221 1.66 10000 14 0 0 0 0 0 
7 20 300 161 1.61 10000 102 0 0 0 0 0 
8 20 300 149 1.69 10000 203 0 0 0 0 0 
9 20 300 187 1.83 10000 115 0 0 0 0 0 
10 20 300 216 1.61 10000 279 0 0 0 0 0 
11 40 300 245 4.27 10000 5431 0 0 4.02 0 0 
12 40 300 312 4.4 10000 1052 0 0 0 0 0 
13 40 300 405 4.79 10000 5091 0 0 0 0 0 
14 40 300 364 4.7 10000 265 0 0 0 0 0 
15 40 300 420 4.49 10000 532 0 0 0 0 0 
16 40 300 310 4.44 10000 5958 0 0 0 0 0 
17 40 300 315 4.29 10000 640 0 0 0 0 0 
18 40 300 442 4.4 10000 5664 0 0 0 0 0 
19 40 300 294 4.37 10000 1148 0 0 0 0 0 
20 40 300 296 4.57 10000 6852 0 0 0 0 0 
21 60 300 598 8.23 10000 5616 0 0 2.09 0 0 
22 60 300 504 8.71 10000 766 0 0 0 0 0 
23 60 300 541 8.93 10000 4981 0 0 0 0 0 
24 60 300 535 8.25 10000 1457 0 0 0 0 0 
25 60 300 474 8.17 10000 6678 0 0 0 0 0 
26 60 300 483 8.24 10000 60 0 0 0 0 0 
27 60 300 429 7.8 10000 4883 0 0 0 0 0 
28 60 300 561 8.16 10000 4834 0 0 0 0 0 
29 60 300 507 8.3 10000 2124 0 0 0 0 0 
30 60 300 640 8.63 10000 1322 0 0 0 0 0 
31 80 300 657 12.59 10000 1091 0 0 1.11 0 0 
32 80 300 692 13.17 10000 4977 0 0 0.62 0 0 
33 80 300 677 12.57 10000 4825 0 0 0 0 0 
34 80 300 706 12.49 10000 5347 0 0 0 0 0 
35 80 300 683 12.78 10000 426 0 0 0 0 0 
36 80 300 745 13.27 10000 9577 0 0 0 0 0 
37 80 300 790 13.44 10000 657 0.01 0 0 0 0 
38 80 300 789 13.23 10000 1412 0 0 0 0 0 
39 80 300 813 12.84 10000 9063 0 0 0 0 0 
40 80 300 707 12.4 10000 7358 0 0 0 0 0 
41 100 300 777 17.33 10000 2921 0 0 0.92 0 0 
42 100 300 897 17.66 10000 8778 0 0 0.49 0 0 
43 100 300 766 17.4 10000 1943 0 0 0 0 0 
44 100 300 829 17.85 10000 3118 0 0 0 0 0 
45 100 300 874 17.8 10000 2149 0 0 0 0 0 
46 100 300 1002 18.71 10000 71 0 0 0 0 0 
47 100 300 800 17.24 10000 1412 0 0 0 0 0 
48 100 300 910 17.94 10000 6819 0 0 0 0 0 
49 100 300 860 17.51 10000 513 0 0 0 0 0 
50 100 300 1006 18.07 10000 117 0 0 0 0 0 

Mon Oct 10 18:47:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 194 1.24 10000 5312 0 0 13.83 0 0 
2 20 300 115 1.19 10000 64 0 0 0 0 0 
3 20 300 201 1.24 10000 76 0 0 0 0 0 
4 20 300 144 1.17 10000 337 0 0 0 0 0 
5 20 300 164 1.26 10000 5557 0 0 0 0 0 
6 20 300 220 1.23 10000 5226 0 0 0 0 0 
7 20 300 161 1.22 10000 707 0 0 0 0 0 
8 20 300 149 1.25 10000 5008 0 0 0 0 0 
9 20 300 187 1.28 10000 842 0 0 0 0 0 
10 20 300 215 1.18 10000 4207 0 0 0 0 0 
11 40 300 243 2.98 10000 1926 0 0 5.07 0 0 
12 40 300 314 3.07 10000 333 0 0 0 0 0 
13 40 300 406 3.11 10000 2095 0 0 0 0 0 
14 40 300 364 3.02 10000 2851 0 0 0 0 0 
15 40 300 416 3.11 10000 2425 0 0 0 0 0 
16 40 300 309 2.97 10000 1578 0 0 0 0 0 
17 40 300 315 2.95 10000 5656 0 0 0 0 0 
18 40 300 438 2.95 10000 9043 0 0 0 0 0 
19 40 300 294 2.88 10000 6113 0 0 0 0 0 
20 40 300 297 3.12 10000 1969 0 0 0 0 0 
21 60 300 593 5.31 10000 1214 0 0 2.67 0 0 
22 60 300 502 5.42 10000 7157 0 0 1.6 0 0 
23 60 300 540 5.46 10000 7020 0.01 0 0 0 0 
24 60 300 537 5.3 10000 3488 0 0 0 0 0 
25 60 300 478 5.33 10000 4459 0 0 0 0 0 
26 60 300 484 5.09 10000 7997 0 0 0 0 0 
27 60 300 434 5.33 10000 8070 0 0 0 0 0 
28 60 300 564 5.25 10000 2956 0 0 0 0 0 
29 60 300 504 5.38 10000 5233 0 0 0 0 0 
30 60 300 640 5.6 10000 587 0 0 0 0 0 
31 80 300 655 8.02 10000 344 0 0 1.45 0 0 
32 80 300 696 8.18 10000 140 0 0 0 0 0 
33 80 300 676 7.79 10000 7067 0 0 1.12 0 0 
34 80 300 708 7.9 10000 5957 0 0 0 0 0 
35 80 300 681 7.95 10000 623 0 0 0 0 0 
36 80 300 746 8.33 10000 3609 0 0 0 0 0 
37 80 300 784 8.44 10000 2793 0 0 0 0 0 
38 80 300 794 8.15 10000 1364 0 0 0 0 0 
39 80 300 809 7.85 10000 6897 0 0 0 0 0 
40 80 300 704 8.01 10000 2997 0 0 0 0 0 
41 100 300 779 10.8 10000 7687 0 0 1.65 0 0 
42 100 300 901 10.86 10000 6380 0 0 0 0 0 
43 100 300 766 10.9 10000 9472 0 0 0 0 0 
44 100 300 826 11.18 10000 865 0 0 0 0 0 
45 100 300 878 11.05 10000 8546 0 0 0 0 0 
46 100 300 1001 11.51 10000 5770 0 0 0 0 0 
47 100 300 796 10.82 10000 2196 0 0 0 0 0 
48 100 300 904 11.23 10000 8125 0 0 0 0 0 
49 100 300 856 10.8 10000 4101 0 0 0 0 0 
50 100 300 1003 11.53 10000 1251 0 0 0 0 0 

Tue Oct 11 12:54:58 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 190 0.74 10000 2382 0 0 21.01 0 0 
2 20 300 115 0.87 10000 1293 0 0 0 0 0 
3 20 300 198 0.76 10000 8980 0 0 11.28 0 0 
4 20 300 142 0.87 10000 110 0 0 0 0 0 
5 20 300 161 0.88 10000 453 0 0 0 0 0 
6 20 300 215 0.81 10000 4440 0 0 0 0 0 
7 20 300 161 0.82 10000 34 0 0 0 0 0 
8 20 300 149 0.8 10000 13 0 0 0 0 0 
9 20 300 187 0.76 10000 1536 0 0 0 0 0 
10 20 300 208 0.78 10000 3535 0 0 0 0 0 
11 40 300 242 1.75 10000 988 0 0 7.88 0 0 
12 40 300 310 1.69 10000 7613 0 0 5.2 0 0 
13 40 300 406 1.68 10000 578 0 0 0 0 0 
14 40 300 365 1.57 10000 1157 0 0 0 0 0 
15 40 300 413 1.65 10000 7059 0 0 0 0 0 
16 40 300 306 1.63 10000 6573 0 0 0 0 0 
17 40 300 315 1.72 10000 96 0 0 0 0 0 
18 40 300 436 1.52 10000 906 0 0 0 0 0 
19 40 300 294 1.73 10000 4602 0 0 0 0 0 
20 40 300 297 1.8 10000 8697 0 0 0 0 0 
21 60 300 590 2.48 10000 9768 0 0 7.4 0 0 
22 60 300 501 2.65 10000 8716 0 0 0 0 0 
23 60 300 534 2.52 10000 7746 0 0 0 0 0 
24 60 300 536 2.5 10000 4278 0 0 0 0 0 
25 60 300 475 2.86 10000 1427 0 0 0 0 0 
26 60 300 484 2.57 10000 1616 0 0 0 0 0 
27 60 300 430 2.63 10000 382 0 0 0 0 0 
28 60 300 556 2.61 10000 8309 0 0 0 0 0 
29 60 300 500 2.61 10000 6156 0 0 0 0 0 
30 60 300 638 2.42 10000 1011 0 0 0 0 0 
31 80 300 658 3.68 10000 305 0 0 3.1 0 0 
32 80 300 694 3.32 10000 8757 0 0 2.72 0 0 
33 80 300 679 3.5 10000 186 0 0 0 0 0 
34 80 300 706 3.5 10000 5171 0 0 0 0 0 
35 80 300 675 3.69 10000 8093 0 0 0 0 0 
36 80 300 743 3.66 10000 1829 0 0 0 0 0 
37 80 300 789 3.45 10000 8840 0 0 0 0 0 
38 80 300 791 3.42 10000 8297 0 0 0 0 0 
39 80 300 806 3.41 10000 43 0 0 0 0 0 
40 80 300 701 3.7 10000 9440 0 0 0 0 0 
41 100 300 780 4.97 10000 4075 0 0 3.34 0 0 
42 100 300 902 4.72 10000 5754 0 0 1.57 0 0 
43 100 300 764 4.93 10000 7787 0 0 0 0 0 
44 100 300 825 4.82 10000 6184 0 0 0 0 0 
45 100 300 874 4.73 10000 8102 0 0 0 0 0 
46 100 300 998 4.64 10000 4598 0 0 0 0 0 
47 100 300 796 4.58 10000 4710 0 0 0 0 0 
48 100 300 903 4.75 10000 5955 0 0 0 0 0 
49 100 300 855 4.72 10000 8116 0 0 0 0 0 
50 100 300 1005 4.65 10000 9605 0 0 0 0 0 

Fri Oct 21 17:40:47 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 196 1.53 10000 3167 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 300 119 1.25 10000 160 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 300 199 1.42 10000 34 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 300 144 1.32 10000 61 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 300 164 1.38 10000 6075 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 300 222 1.4 10000 59 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 300 161 1.27 10000 42 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 300 151 1.36 10000 5016 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
9 20 300 194 1.5 10000 102 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
10 20 300 216 1.34 10000 55 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
11 40 300 245 3.59 10000 621 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
12 40 300 311 3.66 10000 80 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
13 40 300 403 4.04 10000 7805 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
14 40 300 365 3.99 10000 3280 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
15 40 300 417 3.8 10000 3907 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
16 40 300 309 3.73 10000 5764 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
17 40 300 316 3.55 10000 5223 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
18 40 300 440 3.83 10000 189 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
19 40 300 294 3.77 10000 408 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
20 40 300 300 3.92 10000 6729 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
21 60 300 596 7.11 10000 7747 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
22 60 300 503 7.42 10000 9746 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
23 60 300 537 7.86 10000 124 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
24 60 300 534 7.02 10000 950 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
25 60 300 475 7.01 10000 7553 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
26 60 300 482 7.18 10000 5222 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
27 60 300 429 6.76 10000 6046 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
28 60 300 562 7.05 10000 4589 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
29 60 300 503 7.25 10000 5240 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
30 60 300 641 7.68 10000 2427 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
31 80 300 654 11.03 10000 957 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
32 80 300 691 11.7 10000 84 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
33 80 300 674 11.11 10000 2302 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
34 80 300 707 11.04 10000 302 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
35 80 300 683 11.32 10000 1833 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
36 80 300 744 11.61 10000 6287 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
37 80 300 785 11.88 10000 9314 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
38 80 300 789 11.66 10000 721 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
39 80 300 813 11.39 10000 747 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
40 80 300 707 11.11 10000 114 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
41 100 300 779 15.4 10000 8854 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
42 100 300 902 15.68 10000 138 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
43 100 300 770 15.29 10000 4050 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
44 100 300 831 15.87 10000 8577 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
45 100 300 875 15.82 10000 697 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
46 100 300 999 17.01 10000 2556 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
47 100 300 796 15.21 10000 7436 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
48 100 300 906 16.25 10000 5557 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
49 100 300 857 15.29 10000 5319 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
50 100 300 1007 16.13 10000 1529 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 

Sun Oct 23 19:29:11 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:29:46 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:32:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:34:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:36:37 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:38:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:47:18 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Mon Oct 24 10:57:46 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 300 194 1.48 10000 3023 
2 20 300 115 1.26 10000 1524 
3 20 300 198 1.34 10000 1525 
4 20 300 144 1.26 10000 14 
5 20 300 168 1.25 10000 22 
6 20 300 221 1.3 10000 38 
7 20 300 163 1.22 10000 6018 
8 20 300 149 1.37 10000 425 
