Mon Aug 15 16:23:58 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
22 60 100 1491 7.35 10000 2876 0 0 0 0 0 
23 60 100 1472 7.06 10000 8200 0 0 0.89 0 0 
24 60 100 1298 6.98 10000 1791 0 0 0 0 0 
25 60 100 1283 6.93 10000 5119 0 0 0 0 0 
26 60 100 1373 7.22 10000 9086 0 0 0 0 0 
27 60 100 1280 7.3 10000 7737 0 0 0 0 0 
28 60 100 1568 7.14 10000 811 0 0 0 0 0 
29 60 100 1424 7.29 10000 1998 0 0 0 0 0 
30 60 100 1556 7.23 10000 9443 0 0 0 0 0 
31 80 100 1921 10.94 10000 5583 0 0 1.57 0 0 
32 80 100 2048 10.73 10000 7336 0 0 0.69 0 0 
33 80 100 1798 10.71 10000 6892 0 0 0 0 0 
34 80 100 1791 10.93 10000 4033 0 0 0 0 0 
35 80 100 2297 11.04 10000 722 0 0 0 0 0 
36 80 100 1951 11.05 10000 1298 0 0 0 0 0 
37 80 100 1955 11.16 10000 5774 0 0 0 0 0 
38 80 100 2057 11.06 10000 2670 0 0 0 0 0 
39 80 100 1989 10.41 10000 4404 0 0 0 0 0 
40 80 100 2175 10.79 10000 9103 0 0 0 0 0 
41 100 100 2365 15.41 10000 1270 0 0 0.92 0 0 
42 100 100 2381 15.35 10000 3569 0 0 0.5 0 0 
43 100 100 2138 15.42 10000 1086 0 0 0 0 0 
44 100 100 2655 15.2 10000 3439 0 0 0 0 0 
45 100 100 2502 14.94 10000 5162 0 0 0 0 0 
46 100 100 2332 15.57 10000 722 0 0 0 0 0 
47 100 100 2385 15.28 10000 1243 0 0 0 0 0 
48 100 100 2571 14.94 10000 1734 0 0 0 0 0 
49 100 100 2439 15.06 10000 5775 0 0 0 0 0 
50 100 100 2852 16.05 10000 6175 0 0.01 0 0 0 

Mon Oct 10 19:02:51 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 512 1.13 10000 21 0 0 5.38 0 0 
2 20 100 526 1.03 10000 3028 0 0 7.77 0 0 
3 20 100 476 1.04 10000 2860 0 0 0 0 0 
4 20 100 552 1.04 10000 9 0 0 0 0 0 
5 20 100 466 1.08 10000 334 0 0 0 0 0 
6 20 100 503 1.13 10000 1093 0 0 0 0 0 
7 20 100 361 1.06 10000 530 0 0 0 0 0 
8 20 100 448 1.02 10000 84 0 0 0 0 0 
9 20 100 545 1.1 10000 8907 0 0 6.23 0 0 
10 20 100 329 1.11 10000 5098 0 0 0 0 0 
11 40 100 1040 2.6 10000 1444 0 0 5.59 0 0 
12 40 100 1134 2.58 10000 493 0 0 0 0 0 
13 40 100 921 2.6 10000 352 0 0 0 0 0 
14 40 100 1049 2.53 10000 6200 0 0 3.26 0 0 
15 40 100 764 2.7 10000 1408 0 0 0 0 0 
16 40 100 997 2.59 10000 230 0 0 0 0 0 
17 40 100 929 2.6 10000 6588 0 0 0 0 0 
18 40 100 983 2.62 10000 637 0 0 0 0 0 
19 40 100 825 2.59 10000 5040 0 0 0 0 0 
20 40 100 1116 2.57 10000 5004 0 0 0 0 0 
21 60 100 1544 4.4 10000 5660 0 0 3.92 0 0 
22 60 100 1487 4.66 10000 6700 0 0 1.49 0 0 
23 60 100 1473 4.49 10000 5584 0 0 0 0 0 
24 60 100 1307 4.44 10000 735 0 0 0 0 0 
25 60 100 1273 4.37 10000 579 0 0 0 0 0 
26 60 100 1362 4.42 10000 9902 0 0 0 0 0 
27 60 100 1293 4.66 10000 7741 0 0 0 0 0 
28 60 100 1547 4.49 10000 6768 0 0 0 0 0 
29 60 100 1430 4.57 10000 9721 0 0 0 0 0 
30 60 100 1564 4.58 10000 5130 0 0 0 0 0 
31 80 100 1920 6.94 10000 4254 0 0 2.4 0 0 
32 80 100 2029 6.71 10000 6606 0 0 1.15 0 0 
33 80 100 1795 6.71 10000 5280 0 0 0 0 0 
34 80 100 1796 6.92 10000 6879 0 0 0 0 0 
35 80 100 2325 6.93 10000 495 0 0 0 0 0 
36 80 100 1954 7 10000 8980 0 0 0 0 0 
37 80 100 1957 6.98 10000 2728 0 0 0 0 0 
38 80 100 2036 7 10000 2482 0 0 0 0 0 
39 80 100 1981 6.76 10000 6022 0 0 0 0 0 
40 80 100 2188 6.95 10000 1827 0 0 0 0 0 
41 100 100 2347 9.39 10000 7323 0 0 1.89 0 0 
42 100 100 2369 9.64 10000 461 0 0 0 0 0 
43 100 100 2122 9.48 10000 6414 0 0 0 0 0 
44 100 100 2681 9.85 10000 4713 0 0 0 0 0 
45 100 100 2504 9.53 10000 2470 0 0 0 0 0 
46 100 100 2344 9.55 10000 9434 0 0 0 0 0 
47 100 100 2367 9.54 10000 3943 0 0 0 0 0 
48 100 100 2547 9.44 10000 9054 0 0 0 0 0 
49 100 100 2442 9.69 10000 8254 0 0 0 0 0 
50 100 100 2854 10.16 10000 8133 0 0 0 0 0 

Tue Oct 11 12:58:31 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 512 0.62 10000 955 0 0 22.13 0 0 
2 20 100 513 0.54 10000 4379 0 0 15.07 0 0 
3 20 100 469 0.62 10000 3937 0 0 0 0 0 
4 20 100 533 0.6 10000 6852 0 0 0 0 0 
5 20 100 443 0.67 10000 3399 0 0 0 0 0 
6 20 100 503 0.6 10000 6281 0 0 0 0 0 
7 20 100 361 0.65 10000 2939 0 0 0 0 0 
8 20 100 444 0.64 10000 359 0 0 0 0 0 
9 20 100 538 0.59 10000 1712 0 0 0 0 0 
10 20 100 328 0.71 10000 1666 0 0 0 0 0 
11 40 100 1015 1.18 10000 4936 0 0 14.41 0 0 
12 40 100 1114 1.19 10000 6300 0 0 6.06 0 0 
13 40 100 922 1.29 10000 2599 0 0 0 0 0 
14 40 100 1038 1.26 10000 4702 0 0 0 0 0 
15 40 100 762 1.41 10000 2266 0 0 0 0 0 
16 40 100 992 1.22 10000 9764 0 0 0 0 0 
17 40 100 942 1.27 10000 5630 0 0 0 0 0 
18 40 100 969 1.15 10000 6134 0 0 0 0 0 
19 40 100 808 1.23 10000 1294 0 0 0 0 0 
20 40 100 1108 1.25 10000 3769 0 0 0 0 0 
21 60 100 1499 2.02 10000 665 0 0 6.43 0 0 
22 60 100 1485 2 10000 7478 0 0 4.41 0 0 
23 60 100 1451 1.97 10000 7124 0 0 0 0 0 
24 60 100 1302 2.13 10000 4576 0 0 0 0 0 
25 60 100 1268 2.02 10000 8151 0 0 0 0 0 
26 60 100 1352 1.91 10000 1404 0 0 0 0 0 
27 60 100 1273 2.13 10000 8843 0 0 0 0 0 
28 60 100 1524 1.9 10000 474 0 0 0 0 0 
29 60 100 1416 2 10000 5514 0 0 0 0 0 
30 60 100 1549 2.02 10000 5365 0 0 0 0 0 
31 80 100 1898 2.75 10000 6239 0 0 6.35 0 0 
32 80 100 1994 2.79 10000 4278 0 0 0 0 0 
33 80 100 1799 2.89 10000 3241 0 0 0 0 0 
34 80 100 1790 2.83 10000 8158 0 0 0 0 0 
35 80 100 2284 2.61 10000 8517 0 0 0 0 0 
36 80 100 1936 2.69 10000 1126 0 0 0 0 0 
37 80 100 1964 2.8 10000 299 0 0 0 0 0 
38 80 100 2013 2.67 10000 4743 0 0 0 0 0 
39 80 100 1949 2.73 10000 8723 0 0 0 0 0 
40 80 100 2161 2.65 10000 5113 0 0 0 0 0 
41 100 100 2340 3.67 10000 6037 0 0 4.74 0 0 
42 100 100 2352 3.73 10000 7605 0 0 1.97 0 0 
43 100 100 2119 3.75 10000 3088 0 0 0 0 0 
44 100 100 2641 3.51 10000 2727 0 0 0 0 0 
45 100 100 2476 3.48 10000 524 0 0 0 0 0 
46 100 100 2324 3.75 10000 3725 0 0 0 0 0 
47 100 100 2323 3.55 10000 3355 0 0 0 0 0 
48 100 100 2534 3.56 10000 8161 0 0 0 0 0 
49 100 100 2411 3.57 10000 4512 0 0 0 0 0 
50 100 100 2837 3.41 10000 6200 0 0 0 0 0 

Fri Oct 21 18:05:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 510 1.38 10000 4149 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 100 517 1.3 10000 5012 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 100 475 1.26 10000 5800 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 100 552 1.26 10000 7 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 100 464 1.25 10000 7662 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 100 500 1.42 10000 870 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 100 363 1.17 10000 22 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 100 441 1.18 10000 25 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
9 20 100 549 1.28 10000 206 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
10 20 100 329 1.33 10000 5711 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
11 40 100 1036 3.44 10000 111 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
12 40 100 1142 3.37 10000 6490 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
13 40 100 931 3.42 10000 855 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
14 40 100 1055 3.26 10000 5385 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
15 40 100 764 3.51 10000 2664 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
16 40 100 996 3.49 10000 476 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
17 40 100 945 3.34 10000 6535 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
18 40 100 990 3.62 10000 618 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
19 40 100 821 3.53 10000 5716 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
20 40 100 1110 3.38 10000 2288 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
21 60 100 1535 6.11 10000 4802 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
22 60 100 1485 6.42 10000 842 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
23 60 100 1461 6.29 10000 3993 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
24 60 100 1298 6.04 10000 4542 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
25 60 100 1275 6.02 10000 1077 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
26 60 100 1374 6.26 10000 711 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
27 60 100 1268 6.18 10000 6103 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
28 60 100 1562 6.06 10000 1687 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
29 60 100 1430 6.36 10000 5980 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
30 60 100 1554 6.26 10000 4167 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
31 80 100 1905 9.71 10000 9214 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
32 80 100 2022 9.44 10000 2530 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
33 80 100 1797 9.49 10000 3810 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
34 80 100 1791 9.59 10000 6909 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
35 80 100 2317 9.65 10000 229 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
36 80 100 1949 9.64 10000 3163 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
37 80 100 1955 9.97 10000 2106 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
38 80 100 2057 9.88 10000 5604 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
39 80 100 1998 9.02 10000 6018 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
40 80 100 2172 9.46 10000 7716 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
41 100 100 2357 13.36 10000 9723 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
42 100 100 2355 13.31 10000 2307 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
43 100 100 2131 13.75 10000 3110 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
44 100 100 2658 13.52 10000 2921 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
45 100 100 2505 13.1 10000 1030 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
46 100 100 2347 13.51 10000 8354 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
47 100 100 2367 13.71 10000 6396 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
48 100 100 2566 13.11 10000 414 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
49 100 100 2436 13.19 10000 6603 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
50 100 100 2833 14.29 10000 852 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 

Sun Oct 23 19:29:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:29:46 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:32:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:34:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:36:37 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

