Mon Aug 15 16:22:49 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
  41  100  100 0.13 1000  269 0.09  7.6    2% 2663 2662 2662
  42  100  100 0.13 1000  224  0.2    0   78% 2629 2629    0
  43  100  100 0.12 1000   49 0.06    0  100% 2426 2426    0
  44  100  100 0.13 1000   25 0.05    0   80% 2603 2603    0
  45  100  100 0.12 1000  122 0.11    0   69% 2443 2443    0
  46  100  100 0.11 1000  275 0.24  5.6    5% 2763 2759 2759
  47  100  100 0.13 1000   25 0.11 6.16    2% 2631 2626 2626
  48  100  100 0.13 1000  173 0.08 6.77    3% 2814 2813 2813
  49  100  100 0.13 1000  549 0.26 7.47    4% 2457 2443 2443
  50  100  100 0.13 1000  245 0.15 9.71    2% 3045 3023 3023

Fri Sep 30 18:18:41 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 478 2.17 100000 428 0 0 5.58 0 0 
2 20 100 459 2.06 100000 1 0 0 0 0 0 
3 20 100 437 2.38 100000 14 0 0 0 0 0 
4 20 100 648 2.15 100000 1 0 0 0 0 0 
5 20 100 544 2.09 100000 1 0 0 0 0 0 
6 20 100 503 2.11 100000 1 0 0 0 0 0 
7 20 100 372 2.15 100000 48 0 0 0 0 0 
8 20 100 605 2.03 100000 1 0 0 0 0 0 
9 20 100 591 2.04 100000 1 0 0 0 0 0 
10 20 100 382 2.45 100000 23 0 0 0 0 0 
11 40 100 948 4.27 100000 3 0 0 0.51 0 0 
12 40 100 1187 4.4 100000 37 0 0 0.8 0 0 
13 40 100 902 4.36 100000 97030 0 0 2.63 0 0 
14 40 100 1366 4.11 100000 1 0 0 0 0 0 
15 40 100 909 4.58 100000 52 0 0 0 0 0 
16 40 100 1059 4.36 100000 20131 0 0 0 0 0 
17 40 100 1104 4.16 100000 6 0 0 0 0 0 
18 40 100 1077 4.39 100000 3072 0 0 0 0 0 
19 40 100 789 4.66 100000 19 0 0 0 0 0 
20 40 100 1250 4.08 100000 1 0 0 0 0 0 
21 60 100 1694 6.96 100000 2 0 0 0.19 0 0 
22 60 100 1341 6.97 100000 7534 0 0 1.28 0 0 
23 60 100 1657 6.64 100000 16 0 0 0 0 0 
24 60 100 1423 7.51 100000 66 0 0 0 0 0 
25 60 100 1420 7.08 100000 29 0 0 0 0 0 
26 60 100 1459 6.79 100000 1 0 0 0 0 0 
27 60 100 1459 7.14 100000 17 0 0 0 0 0 
28 60 100 1669 6.74 100000 59 0 0 0 0 0 
29 60 100 1389 6.9 100000 200 0 0 0 0 0 
30 60 100 1790 6.88 100000 96 0 0 0 0 0 
31 80 100 1997 10.38 100000 72 0 0 0.82 0 0 
32 80 100 2439 10.24 100000 42 0 0 0 0 0 
33 80 100 1995 10.68 100000 263 0 0 0.46 0 0 
34 80 100 2091 10.17 100000 1153 0 0 0.65 0 0 
35 80 100 2304 9.92 100000 1 0 0 0 0 0 
36 80 100 2202 10.24 100000 4665 0 0 0.78 0 0 
37 80 100 2345 10.18 100000 76 0 0 0 0 0 
38 80 100 2202 9.97 100000 23 0 0 0 0 0 
39 80 100 2299 10.08 100000 21 0 0 0 0 0 
40 80 100 2349 9.96 100000 1198 0 0 0 0 0 
41 100 100 2663 14.21 100000 95 0 0 0.64 0 0 
42 100 100 2629 15.16 100000 12024 0 0 0.61 0 0 
43 100 100 2426 14.56 100000 28 0 0 0 0 0 
44 100 100 2603 14.03 100000 15 0 0 0 0 0 
45 100 100 2443 14.19 100000 25 0 0 0 0 0 
46 100 100 2759 13.72 100000 179 0 0 0 0 0 
47 100 100 2631 13.77 100000 35 0 0 0 0 0 
48 100 100 2814 13.75 100000 170 0 0 0 0 0 
49 100 100 2448 13.86 100000 287 0 0 0 0 0 
50 100 100 3042 13.8 100000 15116 0 0 0.55 0 0 

Thu Oct  6 19:21:30 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 478 0.53 10000 428 0 0 22.86 0 0 
2 20 100 459 0.5 10000 3 0 0 0 0 0 
3 20 100 437 0.57 10000 11 0 0 0 0 0 
4 20 100 648 0.52 10000 1 0 0 0 0 0 
5 20 100 544 0.5 10000 1 0 0 0 0 0 
6 20 100 503 0.52 10000 3 0 0 0 0 0 
7 20 100 372 0.51 10000 134 0 0 0 0 0 
8 20 100 605 0.5 10000 1 0 0 0 0 0 
9 20 100 591 0.5 10000 2 0 0 0 0 0 
10 20 100 382 0.59 10000 36 0 0 0 0 0 
11 40 100 948 1.06 10000 3 0 0 2.07 0 0 
12 40 100 1187 1.05 10000 33 0 0 3.27 0 0 
13 40 100 902 1.07 10000 4313 0 0 7.81 0 0 
14 40 100 1366 1.01 10000 7 0 0 0 0 0 
15 40 100 909 1.1 10000 140 0 0 0 0 0 
16 40 100 1065 1.06 10000 2005 0 0 0 0 0 
17 40 100 1104 1.02 10000 6 0 0 0 0 0 
18 40 100 1076 1.03 10000 1513 0 0 0 0 0 
19 40 100 789 1.08 10000 17 0 0 0 0 0 
20 40 100 1250 1.01 10000 1 0 0 0 0 0 
21 60 100 1694 1.63 10000 2 0 0 0.85 0 0 
22 60 100 1341 1.63 10000 2714 0 0 4.85 0 0 
23 60 100 1657 1.61 10000 15 0 0 0 0 0 
24 60 100 1423 1.75 10000 65 0 0 0 0 0 
25 60 100 1420 1.68 10000 39 0 0 0 0 0 
26 60 100 1459 1.63 10000 9 0 0 0 0 0 
27 60 100 1459 1.7 10000 25 0 0 0 0 0 
28 60 100 1669 1.63 10000 333 0 0 0 0 0 
29 60 100 1389 1.63 10000 676 0 0 0 0 0 
30 60 100 1790 1.64 10000 298 0 0 0 0 0 
31 80 100 1997 2.32 10000 559 0 0 5.45 0 0 
32 80 100 2439 2.28 10000 24 0 0 0 0 0 
33 80 100 1995 2.38 10000 582 0 0 0 0 0 
34 80 100 2091 2.31 10000 717 0 0 0 0 0 
35 80 100 2304 2.28 10000 4 0 0 0 0 0 
36 80 100 2202 2.31 10000 364 0 0 0 0 0 
37 80 100 2345 2.3 10000 225 0 0 0 0 0 
38 80 100 2202 2.27 10000 15 0 0 0 0 0 
39 80 100 2299 2.27 10000 257 0 0 0 0 0 
40 80 100 2349 2.24 10000 2064 0 0 0 0 0 
41 100 100 2663 3.06 10000 168 0 0 3.34 0 0 
42 100 100 2629 3.18 10000 3027 0 0 2.5 0 0 
43 100 100 2426 3.08 10000 54 0 0 0 0 0 
44 100 100 2603 3 10000 29 0 0 0 0 0 
45 100 100 2443 3.05 10000 27 0 0 0 0 0 
46 100 100 2759 2.98 10000 161 0 0 0 0 0 
47 100 100 2631 2.99 10000 43 0 0 0 0 0 
48 100 100 2814 2.98 10000 666 0 0 0 0 0 
49 100 100 2448 3.04 10000 708 0 0 0 0 0 
50 100 100 3042 3.01 10000 8995 0 0 2.76 0 0 

Sun Oct  9 20:15:47 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 478 1.9 10000 1002 0 0 7.27 0 0 
2 20 100 459 2.07 10000 1 0 0 0 0 0 
3 20 100 450 1.78 10000 1 0 0 0 0 0 
4 20 100 648 2.2 10000 1 0 0 0 0 0 
5 20 100 544 2.15 10000 1 0 0 0 0 0 
6 20 100 503 1.98 10000 5 0 0 0 0 0 
7 20 100 372 1.91 10000 11 0 0 0 0 0 
8 20 100 605 2.32 10000 1 0 0 0 0 0 
9 20 100 591 2.37 10000 1 0 0 0 0 0 
10 20 100 391 1.7 10000 6 0 0 0 0 0 
11 40 100 948 6.24 10000 1 0 0 0 0 0 
12 40 100 1187 6.39 10000 9 0 0 0.34 0 0 
13 40 100 902 6.17 10000 416 0 0 0.97 0 0 
14 40 100 1366 6.77 10000 3 0 0 0 0 0 
15 40 100 922 5.44 10000 9034 0 0 1.66 0 0 
16 40 100 1063 6.15 10000 2516 0 0 0 0 0 
17 40 100 1104 6.72 10000 7 0 0 0 0 0 
18 40 100 1077 5.6 10000 2313 0 0 0 0 0 
19 40 100 789 5.76 10000 1 0 0 0 0 0 
20 40 100 1250 7.69 10000 1 0 0 0 0 0 
21 60 100 1694 13.81 10000 259 0 0 0.8 0 0 
22 60 100 1370 13.33 10000 2 0 0 0 0 0 
23 60 100 1657 14.42 10000 1 0 0 0 0 0 
24 60 100 1429 11.54 10000 1686 0 0 0.62 0 0 
25 60 100 1420 13.84 10000 5 0 0 0 0 0 
26 60 100 1459 13.73 10000 1 0 0 0 0 0 
27 60 100 1459 12.33 10000 1 0 0 0 0 0 
28 60 100 1670 12.8 10000 508 0 0 0 0 0 
29 60 100 1385 13.29 10000 4565 0 0 0.57 0 0 
30 60 100 1806 12.96 10000 7532 0 0 0.48 0 0 
31 80 100 2047 21.98 10000 3525 0 0 0.74 0 0 
32 80 100 2439 21.97 10000 23 0 0.01 0 0 0 
33 80 100 1999 20.45 10000 571 0 0 0 0 0 
34 80 100 2096 21.39 10000 3580 0 0 0 0 0 
35 80 100 2304 26.04 10000 2 0 0 0 0 0 
36 80 100 2201 22.11 10000 1751 0 0 0 0 0 
37 80 100 2345 22.27 10000 6573 0 0 0 0 0 
38 80 100 2202 22.48 10000 28 0 0 0 0 0 
39 80 100 2299 22.22 10000 15 0 0 0 0 0 
40 80 100 2352 24.27 10000 1002 0 0 0 0 0 
41 100 100 2677 34.66 10000 186 0 0 0.3 0 0 
42 100 100 2638 32.49 10000 3948 0 0 0.25 0 0 
43 100 100 2426 36.99 10000 5 0 0 0 0 0 
44 100 100 2603 38.86 10000 6 0 0 0 0 0 
45 100 100 2443 34.37 10000 12 0 0 0 0 0 
46 100 100 2802 33.99 10000 5673 0 0 0.21 0 0 
47 100 100 2639 35.52 10000 35 0 0 0 0 0 
48 100 100 2815 35.68 10000 2007 0 0 0 0 0 
49 100 100 2469 35.68 10000 2221 0 0 0 0 0 
50 100 100 3045 35.23 10000 9564 0 0 0 0 0 

Mon Oct 10 14:50:16 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 512 1.98 10000 2 0 0 0.7 0 0 
2 20 100 459 2.04 10000 1 0 0 0 0 0 
3 20 100 450 1.73 10000 1 0 0 0 0 0 
4 20 100 648 2.09 10000 1 0 0 0 0 0 
5 20 100 544 2.2 10000 1 0 0 0 0 0 
6 20 100 503 1.89 10000 5 0 0 0 0 0 
7 20 100 372 1.88 10000 11 0 0 0 0 0 
8 20 100 605 2.21 10000 1 0 0 0 0 0 
9 20 100 591 2.29 10000 1 0 0 0 0 0 
10 20 100 391 1.65 10000 12 0 0 0 0 0 
11 40 100 948 5.86 10000 1 0 0 0 0 0 
12 40 100 1187 6.01 10000 9 0 0 0.36 0 0 
13 40 100 902 6.02 10000 639 0 0 1.07 0 0 
14 40 100 1366 6.62 10000 3 0 0 0 0 0 
15 40 100 922 5.16 10000 8620 0 0 1.74 0 0 
16 40 100 1074 5.71 10000 7 0 0 0 0 0 
17 40 100 1104 6.7 10000 8 0 0 0 0 0 
18 40 100 1081 5.35 10000 4387 0 0 0 0 0 
19 40 100 789 5.55 10000 1 0 0 0 0 0 
20 40 100 1250 7.45 10000 1 0 0 0 0 0 
21 60 100 1694 13.36 10000 33 0 0 0.52 0 0 
22 60 100 1370 12.3 10000 2 0 0 0 0 0 
23 60 100 1657 13.75 10000 1 0 0 0 0 0 
24 60 100 1439 10.59 10000 7 0 0 0 0 0 
25 60 100 1420 13.28 10000 5 0 0 0 0 0 
26 60 100 1459 13.87 10000 1 0 0 0 0 0 
27 60 100 1459 11.53 10000 1 0 0 0 0 0 
28 60 100 1680 11.74 10000 2 0 0 0 0 0 
29 60 100 1446 12.7 10000 5043 0 0 0.67 0 0 
30 60 100 1835 11.39 10000 23 0 0 0 0 0 
31 80 100 2055 19.95 10000 124 0 0 0.48 0 0 
32 80 100 2439 20.92 10000 17 0 0 0 0 0 
33 80 100 1999 18.92 10000 5024 0.01 0 0.44 0 0 
34 80 100 2096 19.1 10000 5036 0 0 0 0 0 
35 80 100 2304 24.63 10000 2 0 0 0 0 0 
36 80 100 2201 20.16 10000 5003 0 0 0 0 0 
37 80 100 2359 20.48 10000 61 0 0 0 0 0 
38 80 100 2202 21.46 10000 92 0 0 0 0 0 
39 80 100 2299 20.84 10000 122 0 0 0 0 0 
40 80 100 2354 22.79 10000 7 0 0 0 0 0 
41 100 100 2687 32.06 10000 140 0 0 0.3 0 0 
42 100 100 2638 28.22 10000 650 0 0 0.22 0 0 
43 100 100 2426 35.45 10000 213 0 0 0 0 0 
44 100 100 2603 37.5 10000 6 0 0 0 0 0 
45 100 100 2443 32.18 10000 41 0 0 0 0 0 
46 100 100 2814 30.81 10000 103 0 0 0 0 0 
47 100 100 2639 32.99 10000 3979 0 0 0.24 0 0 
48 100 100 2819 32.55 10000 9 0 0 0 0 0 
49 100 100 2506 32.38 10000 2058 0 0 0 0 0 
50 100 100 3071 32.76 10000 136 0 0 0 0 0 

Mon Oct 10 18:53:59 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 478 1.19 10000 428 0 0 10.18 0 0 
2 20 100 459 1.21 10000 3 0 0 0 0 0 
3 20 100 437 1.11 10000 78 0 0 0 0 0 
4 20 100 648 1.27 10000 1 0 0 0 0 0 
5 20 100 544 1.32 10000 1 0 0 0 0 0 
6 20 100 503 1.22 10000 3 0 0 0 0 0 
7 20 100 372 1.21 10000 16 0 0 0 0 0 
8 20 100 605 1.32 10000 1 0 0 0 0 0 
9 20 100 591 1.33 10000 2 0 0 0 0 0 
10 20 100 382 1.08 10000 59 0 0 0 0 0 
11 40 100 948 3.39 10000 4 0 0 0.81 0 0 
12 40 100 1187 3.6 10000 5007 0 0 2.36 0 0 
13 40 100 902 3.66 10000 8114 0 0 2.19 0 0 
14 40 100 1366 3.85 10000 7 0 0 0 0 0 
15 40 100 909 3.13 10000 187 0 0 0 0 0 
16 40 100 1073 3.35 10000 7141 0 0 0 0 0 
17 40 100 1104 3.7 10000 10 0 0 0 0 0 
18 40 100 1077 3.12 10000 5025 0 0 0 0 0 
19 40 100 789 3.35 10000 3 0 0 0 0 0 
20 40 100 1250 4.29 10000 1 0 0 0 0 0 
21 60 100 1694 7.43 10000 2 0 0 0.18 0 0 
22 60 100 1341 7.52 10000 5056 0 0 1.13 0 0 
23 60 100 1657 7.62 10000 24 0 0 0 0 0 
24 60 100 1425 6.32 10000 61 0 0 0 0 0 
25 60 100 1420 7.4 10000 25 0 0 0 0 0 
26 60 100 1459 7.56 10000 2 0 0 0 0 0 
27 60 100 1459 6.47 10000 14 0 0 0 0 0 
28 60 100 1675 6.63 10000 13 0 0 0 0 0 
29 60 100 1385 6.97 10000 127 0 0 0 0 0 
30 60 100 1797 6.35 10000 2178 0 0 0 0 0 
31 80 100 2024 11.03 10000 5025 0 0 1.54 0 0 
32 80 100 2439 11.62 10000 37 0 0 0 0 0 
33 80 100 1999 9.9 10000 518 0 0 0 0 0 
34 80 100 2093 10.81 10000 56 0 0 0 0 0 
35 80 100 2304 13.36 10000 4 0 0 0 0 0 
36 80 100 2208 11.15 10000 34 0 0 0 0 0 
37 80 100 2345 11.18 10000 43 0 0 0 0 0 
38 80 100 2202 12.15 10000 88 0 0 0 0 0 
39 80 100 2299 11.85 10000 243 0 0 0 0 0 
40 80 100 2350 12.18 10000 1080 0 0 0 0 0 
41 100 100 2664 17.91 10000 5030 0 0 0.95 0 0 
42 100 100 2632 15.27 10000 193 0 0 0 0 0 
43 100 100 2426 19.7 10000 29 0 0 0 0 0 
44 100 100 2603 19.56 10000 34 0 0 0 0 0 
45 100 100 2443 17.04 10000 39 0 0 0 0 0 
46 100 100 2765 16.96 10000 5878 0 0 0.37 0 0 
47 100 100 2631 17.68 10000 35 0 0 0 0 0 
48 100 100 2815 18.73 10000 40 0 0 0 0 0 
49 100 100 2469 18.29 10000 997 0 0 0 0 0 
50 100 100 3045 18.03 10000 3 0 0 0 0 0 

Tue Oct 11 12:57:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 478 0.49 10000 428 0 0 24.73 0 0 
2 20 100 459 0.47 10000 3 0 0 0 0 0 
3 20 100 437 0.53 10000 31 0 0 0 0 0 
4 20 100 648 0.48 10000 1 0 0 0 0 0 
5 20 100 544 0.47 10000 1 0 0 0 0 0 
6 20 100 503 0.48 10000 3 0 0 0 0 0 
7 20 100 372 0.49 10000 84 0 0 0 0 0 
8 20 100 605 0.47 10000 1 0 0 0 0 0 
9 20 100 591 0.46 10000 2 0 0 0 0 0 
10 20 100 382 0.54 10000 114 0 0 0 0 0 
11 40 100 948 0.98 10000 3 0 0 2.24 0 0 
12 40 100 1187 0.97 10000 45 0 0 3.87 0 0 
13 40 100 906 0.98 10000 5399 0 0 8.76 0 0 
14 40 100 1366 0.94 10000 7 0 0 0 0 0 
15 40 100 909 1.03 10000 306 0 0 0 0 0 
16 40 100 1068 0.98 10000 205 0 0 0 0 0 
17 40 100 1104 0.95 10000 6 0 0 0 0 0 
18 40 100 1076 0.97 10000 5079 0 0 0 0 0 
19 40 100 789 1 10000 25 0 0 0 0 0 
20 40 100 1250 0.93 10000 1 0 0 0 0 0 
21 60 100 1694 1.5 10000 2 0 0 0.92 0 0 
22 60 100 1343 1.49 10000 112 0 0 3.16 0 0 
23 60 100 1657 1.47 10000 25 0 0 0 0 0 
24 60 100 1423 1.6 10000 120 0 0 0 0 0 
25 60 100 1420 1.54 10000 32 0 0 0 0 0 
26 60 100 1459 1.5 10000 9 0 0 0 0 0 
27 60 100 1459 1.54 10000 20 0 0 0 0 0 
28 60 100 1669 1.49 10000 53 0 0 0 0 0 
29 60 100 1389 1.5 10000 5101 0 0 5.64 0 0 
30 60 100 1790 1.5 10000 417 0 0 0 0 0 
31 80 100 1998 2.14 10000 5657 0 0 8.07 0 0 
32 80 100 2439 2.11 10000 38 0 0 0 0 0 
33 80 100 1995 2.2 10000 275 0 0 0 0 0 
34 80 100 2091 2.13 10000 6867 0 0 3.19 0 0 
35 80 100 2304 2.08 10000 4 0 0 0 0 0 
36 80 100 2202 2.12 10000 5295 0 0 0 0 0 
37 80 100 2345 2.12 10000 49 0 0 0 0 0 
38 80 100 2202 2.11 10000 17 0 0 0 0 0 
39 80 100 2299 2.09 10000 185 0 0 0 0 0 
40 80 100 2349 2.05 10000 824 0 0 0 0 0 
41 100 100 2663 2.81 10000 257 0 0 3.94 0 0 
42 100 100 2632 2.9 10000 21 0 0 0 0 0 
43 100 100 2426 2.82 10000 47 0 0 0 0 0 
44 100 100 2603 2.75 10000 19 0 0 0 0 0 
45 100 100 2443 2.81 10000 25 0 0 0 0 0 
46 100 100 2759 2.72 10000 179 0 0 0 0 0 
47 100 100 2631 2.76 10000 31 0 0 0 0 0 
48 100 100 2814 2.79 10000 49 0 0 0 0 0 
49 100 100 2448 2.79 10000 333 0 0 0 0 0 
50 100 100 3038 2.76 10000 5067 0 0 3.01 0 0 

Fri Oct 21 17:50:11 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 478 1.64 10000 5001 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 100 459 1.79 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 100 450 1.48 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 100 648 1.94 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 100 544 2 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 100 503 1.66 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 100 372 1.64 10000 2 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 100 605 1.93 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
9 20 100 591 2.06 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
10 20 100 391 1.39 10000 2 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
11 40 100 948 5.4 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
12 40 100 1187 5.61 10000 5 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
13 40 100 902 5.37 10000 203 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
14 40 100 1366 6.16 10000 2 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
15 40 100 926 4.61 10000 134 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
16 40 100 1074 5.21 10000 12 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
17 40 100 1104 6.04 10000 3 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
18 40 100 1081 4.74 10000 364 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
19 40 100 789 5 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
20 40 100 1250 6.91 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
21 60 100 1694 12.11 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
22 60 100 1370 11.7 10000 1115 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
23 60 100 1657 13.14 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
24 60 100 1439 9.62 10000 5079 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
25 60 100 1420 12.09 10000 34 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
26 60 100 1459 12.96 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
27 60 100 1459 10.54 10000 1 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
28 60 100 1689 10.5 10000 778 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
29 60 100 1451 11.74 10000 17 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
30 60 100 1835 10.43 10000 5745 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
31 80 100 2053 18.1 10000 7 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
32 80 100 2439 20.01 10000 59 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
33 80 100 1999 16.62 10000 3801 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
34 80 100 2094 17.6 10000 362 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
35 80 100 2304 23.29 10000 2 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
36 80 100 2201 17.43 10000 341 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
37 80 100 2359 19.16 10000 11 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
38 80 100 2202 19.96 10000 19 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
39 80 100 2299 19.45 10000 30 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
40 80 100 2352 21.26 10000 2 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
41 100 100 2664 29.21 10000 5001 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
42 100 100 2638 25.58 10000 18 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
43 100 100 2426 32.6 10000 14 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
44 100 100 2603 34.37 10000 4 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
45 100 100 2443 29.43 10000 35 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
46 100 100 2827 28.38 10000 38 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
47 100 100 2639 30.12 10000 728 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
48 100 100 2819 29.75 10000 8 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
49 100 100 2469 29.87 10000 5737 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
50 100 100 3049 29.88 10000 5428 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 

Sun Oct 23 19:29:11 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:29:46 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:32:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:34:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:36:37 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:38:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:47:18 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Mon Oct 24 11:07:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 533 1.58 10000 1 
2 20 100 459 1.74 10000 1 
3 20 100 450 1.43 10000 1 
4 20 100 648 1.88 10000 1 
