Mon Aug 15 16:15:00 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
  40   80   10 1.05 10000   39    0    0   99%  246    0    0
  41  100   10 1.36 10000  409    0    0   99%  275    0    0
  42  100   10 1.31 10000   66    0    0   99%  307    0    0
  43  100   10 1.38 10000   40    0    0   99%  268    0    0
  44  100   10 1.35 10000   74    0    0   99%  293    0    0
  45  100   10 1.37 10000   27    0    0   99%  310    0    0
  46  100   10 1.34 10000   19    0    0   99%  355    0    0
  47  100   10 1.33 10000   57    0    0   99%  277    0    0
  48  100   10 1.36 10000 2012    0    0   99%  316    0    0
  49  100   10 1.32 10000   57    0    0   99%  300    0    0
  50  100   10 1.32 10000   36    0    0   99%  356    0    0

Wed Sep 28 16:11:37 2005
 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
   1   20   10 0.21 10000   14    0    0   99%   70    0    0
   2   20   10 0.25 10000  131    0    0   99%   46    0    0
   3   20   10 0.22 10000  348    0    0   99%   73    0    0
   4   20   10 0.23 10000 8328    0    0   99%   49    0    0
   5   20   10 0.25 10000 2519    0    0   99%   55    0    0
   6   20   10 0.23 10000   28    0    0   99%   78    0    0
   7   20   10 0.23 10000   26    0    0   99%   55    0    0
   8   20   10 0.23 10000  180    0    0   99%   52    0    0
   9   20   10 0.22 10000   20    0    0   99%   69    0    0
  10   20   10 0.22 10000   22    0    0   99%   69    0    0
  11   40   10 0.44 10000 1279    0    0   99%   91    0    0
  12   40   10 0.45 10000 1094    0    0   99%  108    0    0
  13   40   10 0.44 10000   41    0    0   99%  145    0    0
  14   40   10 0.44 10000   28    0    0   99%  129    0    0
  15   40   10 0.45 10000 6698    0    0   99%  140    0    0
  16   40   10 0.45 10000   17    0    0   99%  122    0    0
  17   40   10 0.45 10000  281    0    0   99%  110    0    0
  18   40   10 0.44 10000    3    0    0   99%  169    0    0
  19   40   10 0.45 10000 1003    0    0   99%  104    0    0
  20   40   10 0.46 10000  762    0    0   99%  104    0    0
  21   60   10 0.68 10000 1310    0    0   99%  217    0    0
  22   60   10  0.7 10000 5190    0    0   99%  182    0    0
  23   60   10 0.67 10000   14    0    0   99%  194    0    0
  24   60   10 0.68 10000   11    0    0   99%  209    0    0
  25   60   10 0.75 10000  879    0    0   99%  167    0    0
  26   60   10 0.69 10000 2828    0    0   99%  169    0    0
  27   60   10 0.73 10000  216    0    0   99%  150    0    0
  28   60   10  0.7 10000   20    0    0   99%  196    0    0
  29   60   10  0.7 10000  179    0    0   99%  176    0    0
  30   60   10 0.69 10000   17    0    0   99%  230    0    0
  31   80   10 1.01 10000   24    0    0   99%  240    0    0
  32   80   10 0.98 10000   29    0    0   99%  254    0    0
  33   80   10 1.01 10000   12    0    0   99%  265    0    0
  34   80   10 1.01 10000   19    0    0   99%  261    0    0
  35   80   10 0.97 10000   23    0    0   99%  245    0    0
  36   80   10    1 10000   24    0    0   99%  263    0    0
  37   80   10 0.96 10000   17    0    0   99%  289    0    0
  38   80   10 0.97 10000   14    0    0   99%  282    0    0
  39   80   10 0.98 10000 2576    0    0   99%  283    0    0
  40   80   10 1.03 10000 1865    0    0   99%  246    0    0
  41  100   10 1.36 10000 7299    0    0   99%  275    0    0
  42  100   10 1.32 10000  152    0    0   99%  307    0    0
  43  100   10 1.39 10000 4753    0    0   99%  268    0    0
  44  100   10 1.35 10000   63    0    0   99%  293    0    0
  45  100   10 1.33 10000 1887    0    0   99%  309    0    0
  46  100   10 1.32 10000   21    0    0   99%  355    0    0
  47  100   10 1.31 10000  249    0    0   99%  277    0    0
  48  100   10 1.36 10000   68    0    0   99%  316    0    0
  49  100   10 1.36 10000 2247    0    0   99%  300    0    0
  50  100   10 1.36 10000  203    0    0   99%  353    0    0

Wed Sep 28 16:14:02 2005
 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
   1   20   10  0.2 10000   15    0    0   99%   70    0    0
   2   20   10 0.23 10000 2659    0    0   99%   45    0    0
   3   20   10 0.23 10000   16    0    0   99%   73    0    0
   4   20   10 0.24 10000  146    0    0   99%   49    0    0
   5   20   10 0.23 10000  240    0    0   99%   55    0    0
   6   20   10 0.23 10000   26    0    0   99%   78    0    0
   7   20   10 0.23 10000 4624    0    0   99%   55    0    0
   8   20   10 0.22 10000   20    0    0   99%   52    0    0
   9   20   10 0.22 10000   11    0    0   99%   69    0    0
  10   20   10 0.22 10000   25    0    0   99%   69    0    0
  11   40   10 0.45 10000   27    0    0   99%   92    0    0
  12   40   10 0.44 10000  751    0    0   99%  108    0    0
  13   40   10 0.43 10000   15    0    0   99%  145    0    0
  14   40   10 0.44 10000   18    0    0   99%  129    0    0
  15   40   10 0.42 10000  800    0    0   99%  140    0    0
  16   40   10 0.44 10000   12    0    0   99%  122    0    0
  17   40   10 0.45 10000   68    0    0   99%  109    0    0
  18   40   10 0.43 10000    3    0    0   99%  169    0    0
  19   40   10 0.46 10000 4044    0    0   99%  102    0    0
  20   40   10 0.44 10000   64    0    0   99%  104    0    0
  21   60   10 0.71 10000   16    0    0   99%  218    0    0
  22   60   10 0.72 10000   50    0    0   99%  182    0    0
  23   60   10 0.65 10000   13    0    0   99%  194    0    0
  24   60   10 0.71 10000   11    0    0   99%  209    0    0
  25   60   10 0.72 10000 1788    0    0   99%  166    0    0
  26   60   10 0.68 10000  408    0    0   99%  168    0    0
  27   60   10  0.7 10000   64    0    0   99%  151    0    0
  28   60   10 0.69 10000   11    0    0   99%  196    0    0
  29   60   10  0.7 10000  140    0    0   99%  176    0    0
  30   60   10 0.66 10000   11    0    0   99%  230    0    0
  31   80   10 0.97 10000   29    0    0   99%  240    0    0
  32   80   10 0.96 10000   20    0    0   99%  254    0    0
  33   80   10 0.98 10000   11    0    0   99%  265    0    0
  34   80   10 0.95 10000   12    0    0   99%  261    0    0
  35   80   10 0.97 10000   28    0    0   99%  245    0    0
  36   80   10    1 10000   24    0    0   99%  263    0    0
  37   80   10 0.97 10000   13    0    0   99%  289    0    0
  38   80   10 0.99 10000   17    0    0   99%  282    0    0
  39   80   10 0.97 10000   39    0    0   99%  283    0    0
  40   80   10 1.01 10000  100    0    0   99%  246    0    0
  41  100   10 1.37 10000  903    0    0   99%  274    0    0
  42  100   10 1.32 10000  116    0    0   99%  308    0    0
  43  100   10 1.34 10000  354    0    0   99%  268    0    0
  44  100   10 1.32 10000   60    0    0   99%  293    0    0
  45  100   10 1.35 10000   65    0    0   99%  311    0    0
  46  100   10 1.31 10000   21    0    0   99%  355    0    0
  47  100   10 1.28 10000   32    0    0   99%  277    0    0
  48  100   10 1.34 10000   37    0    0   99%  316    0    0
  49  100   10 1.34 10000  105    0    0   99%  300    0    0
  50  100   10 1.32 10000   44    0    0   99%  353    0    0

Wed Sep 28 17:31:16 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1	20	10	70	0.2	10000	15	0	0	-2.14748e+07	0	0	
1	0	0	-25	0.03	0	2644	0	0	2.14749e+07	0	0	
1	0	0	28	-0.01	0	-2643	0	0	-34.26	0	0	
1	0	0	-24	0.02	0	130	0	0	20.31	0	0	
1	0	0	6	0	0	94	0	0	-1.34	0	0	
1	0	0	23	-0.02	0	-214	0	0	-18.97	0	0	
1	0	0	-23	0.01	0	4598	0	0	36.66	0	0	
1	0	0	-3	-0.01	0	-4604	0	0	-36.66	0	0	
1	0	0	17	0	0	-9	0	0	0	0	0	
1	0	0	0	-0.01	0	14	0	0	12.89	0	0	
11	40	10	92	0.43	10000	27	0	0	15.32	0	0	
1	0	0	16	0	0	724	0	0	-0.01	0	0	
1	0	0	37	-0.02	0	-736	0	0	-15.31	0	0	
1	0	0	-16	0.01	0	3	0	0	3.3	0	0	
1	0	0	11	0	0	782	0	0	12.56	0	0	
1	0	0	-18	0.01	0	-788	0	0	-15.86	0	0	
1	0	0	-13	0.02	0	56	0	0	8.98	0	0	
1	0	0	60	-0.03	0	-65	0	0	-8.98	0	0	
1	0	0	-67	0.02	0	4041	0	0	18.87	0	0	
1	0	0	2	-0.01	0	-3980	0	0	-18.87	0	0	
21	60	10	218	0.68	10000	16	0	0	8.15	0	0	
1	0	0	-36	0.03	0	34	0	0	-3.15	0	0	
1	0	0	12	-0.04	0	-37	0	0	-5	0	0	
1	0	0	15	0.01	0	-2	0	0	0	0	0	
1	0	0	-43	0.04	0	1777	0	0	10.39	0	0	
1	0	0	2	-0.05	0	-1380	0	0	-10.39	0	0	
1	0	0	-17	0.05	0	-344	0	0	0	0	0	
1	0	0	45	-0.05	0	-53	0	0	0	0	0	
1	0	0	-20	0.02	0	129	0	0	7.05	0	0	
1	0	0	54	-0.02	0	-129	0	0	-7.05	0	0	
31	80	10	240	0.98	10000	29	0	0	6.87	0	0	
1	0	0	14	0	0	-9	0	0	-6.87	0	0	
1	0	0	11	0	0	-9	0	0	0	0	0	
1	0	0	-4	0	0	1	0	0	0.7	0	0	
1	0	0	-16	0.02	0	16	0	0	2.13	0	0	
1	0	0	18	0	0	-4	0	0	-2.83	0	0	
1	0	0	26	-0.02	0	-11	0	0	0	0	0	
1	0	0	-7	-0.01	0	4	0	0	1.65	0	0	
1	0	0	1	-0.01	0	22	0	0	1.61	0	0	
1	0	0	-37	0.06	0	61	0	0	0.78	0	0	
41	100	10	274	1.32	10000	903	0	0	10.31	0	0	
1	0	0	34	-0.02	0	-787	0	0	-10.31	0	0	
1	0	0	-40	0.02	0	238	0	0	4.14	0	0	
1	0	0	25	0	0	-294	0	0	-4.14	0	0	
1	0	0	18	0.03	0	5	0	0	1.32	0	0	
1	0	0	44	-0.01	0	-44	0	0	-1.32	0	0	
1	0	0	-78	-0.06	0	11	0	0	1.94	0	0	
1	0	0	39	0.09	0	5	0	0	-0.64	0	0	
1	0	0	-16	-0.02	0	68	0	0	1.83	0	0	
1	0	0	53	-0.02	0	-61	0	0	-3.13	0	0	

Wed Sep 28 17:38:10 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 10 70 0.2 10000 15 0 0 -2.14748e+07 0 0 
2 20 10 45 0.23 10000 2659 0 0 34.26 0 0 
3 20 10 73 0.23 10000 16 0 0 0 0 0 
4 20 10 49 0.24 10000 146 0 0 0 0 0 
5 20 10 55 0.23 10000 240 0 0 0 0 0 
6 20 10 78 0.23 10000 26 0 0 0 0 0 
7 20 10 55 0.22 10000 4624 0 0 33.31 0 0 
8 20 10 52 0.24 10000 20 0 0 0 0 0 
9 20 10 69 0.21 10000 11 0 0 0 0 0 
10 20 10 69 0.23 10000 25 0 0 0 0 0 
11 40 10 92 0.45 10000 27 0 0 14.64 0 0 
12 40 10 108 0.45 10000 751 0 0 14.63 0 0 
13 40 10 145 0.42 10000 15 0 0 0 0 0 
14 40 10 129 0.42 10000 18 0 0 0 0 0 
15 40 10 140 0.44 10000 800 0 0 0 0 0 
16 40 10 122 0.45 10000 12 0 0 0 0 0 
17 40 10 109 0.43 10000 68 0 0 0 0 0 
18 40 10 169 0.43 10000 3 0 0 0 0 0 
19 40 10 102 0.43 10000 4044 0 0 18.05 0 0 
20 40 10 104 0.45 10000 64 0 0 0 0 0 
21 60 10 218 0.67 10000 16 0 0 8.27 0 0 
22 60 10 182 0.69 10000 50 0 0 5.15 0 0 
23 60 10 194 0.65 10000 13 0 0 0 0 0 
24 60 10 209 0.7 10000 11 0 0 0 0 0 
25 60 10 166 0.71 10000 1788 0 0 10.47 0 0 
26 60 10 168 0.66 10000 408 0 0 0 0 0 
27 60 10 151 0.68 10000 64 0 0 0 0 0 
28 60 10 196 0.69 10000 11 0 0 0 0 0 
29 60 10 176 0.68 10000 140 0 0 0 0 0 
30 60 10 230 0.65 10000 11 0 0 0 0 0 
31 80 10 240 0.98 10000 29 0 0 6.87 0 0 
32 80 10 254 0.96 10000 20 0 0 0 0 0 
33 80 10 265 1 10000 11 0 0 0 0 0 
34 80 10 261 0.99 10000 12 0 0 0 0 0 
35 80 10 245 0.98 10000 28 0 0 0 0 0 
36 80 10 263 0.97 10000 24 0 0 0 0 0 
37 80 10 289 0.96 10000 13 0 0 0 0 0 
38 80 10 282 0.97 10000 17 0 0 0 0 0 
39 80 10 283 0.95 10000 39 0 0 0 0 0 
40 80 10 246 1.02 10000 100 0 0 0 0 0 
41 100 10 274 1.36 10000 903 0 0 10 0 0 
42 100 10 308 1.29 10000 116 0 0 0 0 0 
43 100 10 268 1.31 10000 354 0 0 0 0 0 
44 100 10 293 1.31 10000 60 0 0 0 0 0 
45 100 10 311 1.31 10000 65 0 0 0 0 0 
46 100 10 355 1.32 10000 21 0 0 0 0 0 
47 100 10 277 1.27 10000 32 0 0 0 0 0 
48 100 10 316 1.33 10000 37 0 0 0 0 0 
49 100 10 300 1.33 10000 105 0 0 0 0 0 
50 100 10 353 1.34 10000 44 0 0 0 0 0 

Wed Sep 28 17:45:10 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 10 70 0.23 10000 16 0 0 -2.14748e+07 0 0 
2 20 10 45 3.38 10000 1231 0 0 2.1 0 0 
3 20 10 73 1.19 10000 11 0 0 0 0 0 
4 20 10 49 1.77 10000 361 0 0 0 0 0 
5 20 10 55 0.31 10000 65 0 0 0 0 0 
6 20 10 78 1.67 10000 110 0 0 0 0 0 
7 20 10 55 2.77 10000 4624 0 0 2.86 0 0 
8 20 10 53 0.77 10000 32 0 0 0 0 0 
9 20 10 69 0.23 10000 11 0 0 0 0 0 
10 20 10 69 1 10000 45 0 0 0 0 0 
11 40 10 92 5.6 10000 42 0 0 1.33 0 0 
12 40 10 109 5.25 10000 391 0 0 1.11 0 0 
13 40 10 145 2.91 10000 11 0 0 0 0 0 
14 40 10 129 2.68 10000 17 0 0 0 0 0 
15 40 10 140 3.59 10000 750 0 0 1.57 0 0 
16 40 10 122 3.33 10000 11 0 0 0 0 0 
17 40 10 109 6.3 10000 54 0 0 0 0 0 
18 40 10 169 3.79 10000 3 0 0 0 0 0 
19 40 10 102 4.81 10000 2462 0 0 1.47 0 0 
20 40 10 104 1.92 10000 361 0 0 0 0 0 
21 60 10 217 1.6 10000 24 0 0 3.97 0 0 
22 60 10 182 4.7 10000 512 0 0 1.31 0 0 
23 60 10 194 1.31 10000 20 0 0 0 0 0 
24 60 10 209 3.81 10000 55 0 0 0 0 0 
25 60 10 167 7.39 10000 345 0 0 0 0 0 
26 60 10 170 6.31 10000 179 0 0 0 0 0 
27 60 10 152 8.67 10000 51 0 0 0 0 0 
28 60 10 196 2.63 10000 24 0 0 0 0 0 
29 60 10 177 7.33 10000 2607 0 0 0.98 0 0 
30 60 10 230 1.37 10000 11 0 0 0 0 0 
31 80 10 240 11.47 10000 31 0 0 0.59 0 0 
32 80 10 254 5.26 10000 43 0 0 0.48 0 0 
33 80 10 265 4.85 10000 11 0 0 0 0 0 

Wed Sep 28 17:47:40 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 10 70 0.21 10000 14 0 0 -2.14748e+07 0 0 
2 20 10 45 0.24 10000 395 0 0 24.77 0 0 
3 20 10 73 0.22 10000 17 0 0 0 0 0 
4 20 10 49 0.23 10000 1244 0 0 29.16 0 0 
5 20 10 55 0.25 10000 369 0 0 0 0 0 
6 20 10 78 0.24 10000 26 0 0 0 0 0 
7 20 10 55 0.23 10000 138 0 0 0 0 0 
8 20 10 52 0.23 10000 15 0 0 0 0 0 
9 20 10 69 0.21 10000 18 0 0 0 0 0 
10 20 10 69 0.23 10000 37 0 0 0 0 0 
11 40 10 91 0.45 10000 597 0 0 28.4 0 0 
12 40 10 108 0.45 10000 189 0 0 0 0 0 
13 40 10 145 0.43 10000 23 0 0 0 0 0 
14 40 10 129 0.42 10000 28 0 0 0 0 0 
15 40 10 140 0.45 10000 2907 0 0 16.96 0 0 
16 40 10 122 0.44 10000 15 0 0 0 0 0 
17 40 10 109 0.46 10000 53 0 0 0 0 0 
18 40 10 169 0.45 10000 3 0 0 0 0 0 
19 40 10 103 0.46 10000 916 0 0 0 0 0 
20 40 10 104 0.45 10000 60 0 0 0 0 0 
21 60 10 217 0.7 10000 29 0 0 9.62 0 0 
22 60 10 183 0.7 10000 24 0 0 0 0 0 
23 60 10 194 0.67 10000 13 0 0 0 0 0 
24 60 10 209 0.69 10000 11 0 0 0 0 0 
25 60 10 166 0.73 10000 2506 0 0 10.67 0 0 
26 60 10 168 0.69 10000 287 0 0 0 0 0 
27 60 10 151 0.71 10000 174 0 0 0 0 0 
28 60 10 196 0.7 10000 12 0 0 0 0 0 
29 60 10 176 0.69 10000 104 0 0 0 0 0 
30 60 10 230 0.68 10000 11 0 0 0 0 0 
31 80 10 240 1.01 10000 26 0 0 6.45 0 0 
32 80 10 254 0.99 10000 16 0 0 0 0 0 
33 80 10 265 1.01 10000 11 0 0 0 0 0 
34 80 10 261 0.97 10000 13 0 0 0 0 0 
35 80 10 245 0.97 10000 22 0 0 0 0 0 
36 80 10 263 1.01 10000 19 0 0 0 0 0 
37 80 10 289 0.97 10000 13 0 0 0 0 0 
38 80 10 282 0.97 10000 18 0 0 0 0 0 
39 80 10 284 0.99 10000 42 0 0 0 0 0 
40 80 10 246 1.04 10000 113 0 0 0 0 0 
41 100 10 274 1.34 10000 1834 0 0 11.21 0 0 
42 100 10 307 1.34 10000 90 0 0 0 0 0 
43 100 10 268 1.4 10000 871 0 0 0 0 0 
44 100 10 293 1.31 10000 35 0 0 0 0 0 
45 100 10 311 1.37 10000 171 0 0 0 0 0 
46 100 10 355 1.34 10000 12 0 0 0 0 0 
47 100 10 278 1.29 10000 26 0 0 0 0 0 
48 100 10 317 1.38 10000 191 0 0 0 0 0 
49 100 10 300 1.35 10000 2379 0 0 0 0 0 
50 100 10 353 1.34 10000 85 0 0 0 0 0 

Wed Sep 28 17:48:52 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 10 70 0.21 10000 15 0 0 -2.14748e+07 0 0 
2 20 10 45 0.23 10000 162 0 0 21.72 0 0 
3 20 10 73 0.23 10000 16 0 0 0 0 0 
4 20 10 49 0.24 10000 80 0 0 0 0 0 
5 20 10 55 0.23 10000 432 0 0 22.06 0 0 
6 20 10 78 0.23 10000 55 0 0 0 0 0 
7 20 10 55 0.23 10000 4624 0 0 35.91 0 0 
8 20 10 52 0.22 10000 19 0 0 0 0 0 
9 20 10 69 0.22 10000 11 0 0 0 0 0 
10 20 10 69 0.24 10000 38 0 0 0 0 0 
11 40 10 92 0.45 10000 37 0 0 16.04 0 0 
12 40 10 108 0.43 10000 730 0 0 15.21 0 0 
13 40 10 145 0.44 10000 13 0 0 0 0 0 
14 40 10 129 0.42 10000 18 0 0 0 0 0 
15 40 10 140 0.42 10000 882 0 0 10.57 0 0 
16 40 10 122 0.45 10000 11 0 0 0 0 0 
17 40 10 109 0.45 10000 74 0 0 0 0 0 
18 40 10 169 0.42 10000 3 0 0 0 0 0 
19 40 10 102 0.45 10000 9103 0 0 19.77 0 0 
20 40 10 104 0.42 10000 88 0 0 0 0 0 
21 60 10 217 0.69 10000 21 0 0 8.82 0 0 
22 60 10 182 0.7 10000 45 0 0 4.59 0 0 
23 60 10 194 0.64 10000 12 0 0 0 0 0 
24 60 10 209 0.71 10000 11 0 0 0 0 0 
25 60 10 166 0.7 10000 562 0 0 8.8 0 0 
26 60 10 169 0.66 10000 209 0 0 0 0 0 
27 60 10 151 0.69 10000 512 0 0 0 0 0 
28 60 10 196 0.69 10000 11 0 0 0 0 0 
29 60 10 176 0.67 10000 917 0 0 0 0 0 
30 60 10 230 0.67 10000 11 0 0 0 0 0 
31 80 10 240 1 10000 24 0 0 6.35 0 0 
32 80 10 254 0.98 10000 17 0 0 0 0 0 
33 80 10 265 0.99 10000 11 0 0 0 0 0 
34 80 10 261 0.97 10000 12 0 0 0 0 0 
35 80 10 245 0.96 10000 26 0 0 0 0 0 
36 80 10 263 1 10000 27 0 0 0 0 0 
37 80 10 289 0.98 10000 13 0 0 0 0 0 
38 80 10 282 0.99 10000 17 0 0 0 0 0 
39 80 10 283 0.94 10000 58 0 0 0 0 0 
40 80 10 246 1.02 10000 3967 0 0 8.07 0 0 
41 100 10 275 1.34 10000 3022 0 0 11.96 0 0 
42 100 10 307 1.3 10000 89 0 0 0 0 0 
43 100 10 267 1.33 10000 548 0 0 0 0 0 
44 100 10 293 1.28 10000 71 0 0 0 0 0 
45 100 10 310 1.34 10000 47 0 0 0 0 0 
46 100 10 355 1.28 10000 16 0 0 0 0 0 
47 100 10 276 1.25 10000 4485 0 0 5.23 0 0 
48 100 10 316 1.34 10000 748 0 0 0 0 0 
49 100 10 300 1.34 10000 529 0 0 0 0 0 
50 100 10 353 1.3 10000 156 0 0 0 0 0 

Wed Sep 28 17:50:37 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 10 70 0.2 10000 15 0 0 -2.14748e+07 0 0 
2 20 10 46 0.23 10000 11 0 0 0 0 0 
3 20 10 73 0.21 10000 212 0 0 24.91 0 0 
4 20 10 49 0.23 10000 91 0 0 0 0 0 
5 20 10 55 0.23 10000 449 0 0 20.85 0 0 
6 20 10 78 0.23 10000 126 0 0 0 0 0 
7 20 10 55 0.22 10000 4624 0 0 37.37 0 0 
8 20 10 52 0.21 10000 20 0 0 0 0 0 
9 20 10 69 0.2 10000 11 0 0 0 0 0 
10 20 10 69 0.22 10000 38 0 0 0 0 0 
11 40 10 92 0.44 10000 42 0 0 16.98 0 0 
12 40 10 108 0.44 10000 380 0 0 13.24 0 0 
13 40 10 145 0.42 10000 12 0 0 0 0 0 
14 40 10 129 0.42 10000 18 0 0 0 0 0 
15 40 10 141 0.44 10000 26 0 0 0 0 0 
16 40 10 122 0.43 10000 11 0 0 0 0 0 
17 40 10 109 0.44 10000 25 0 0 0 0 0 
18 40 10 169 0.42 10000 3 0 0 0 0 0 
19 40 10 102 0.44 10000 2818 0 0 17.59 0 0 
