Mon Aug 15 16:18:10 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
28 60 100 211 2.51 10000 5340 0 0 0 0 0 
29 60 100 190 2.45 10000 3817 0 0 0 0 0 
30 60 100 241 2.34 10000 1850 0 0 0 0 0 
31 80 100 249 3.52 10000 3222 0 0 4.58 0 0 
32 80 100 262 3.24 10000 8759 0 0 2.66 0 0 
33 80 100 254 3.36 10000 7451 0 0 0 0 0 
34 80 100 268 3.33 10000 7719 0 0 0 0 0 
35 80 100 257 3.51 10000 737 0 0 0 0 0 
36 80 100 283 3.48 10000 4874 0 0 0 0 0 
37 80 100 299 3.41 10000 5093 0 0 0 0 0 
38 80 100 297 3.32 10000 1188 0 0 0 0 0 
39 80 100 304 3.36 10000 2445 0 0 0 0 0 
40 80 100 265 3.47 10000 1210 0 0 0 0 0 
41 100 100 294 4.68 10000 5844 0 0 3.7 0 0 
42 100 100 341 4.5 10000 4961 0 0 0 0 0 
43 100 100 289 4.66 10000 6639 0 0 0 0 0 
44 100 100 313 4.56 10000 5433 0 0 0 0 0 
45 100 100 331 4.48 10000 1233 0 0 0 0 0 
46 100 100 377 4.41 10000 9466 0 0 0 0 0 
47 100 100 301 4.32 10000 2890 0 0 0 0 0 
48 100 100 341 4.51 10000 349 0 0 0 0 0 
49 100 100 322 4.49 10000 1323 0 0 0 0 0 
50 100 100 382 4.41 10000 3258 0 0 0 0 0 

Sun Oct  9 19:40:05 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 74 1.64 10000 199 0 0 6.45 0 0 
2 20 100 44 1.41 10000 50 0 0 0 0 0 
3 20 100 75 1.63 10000 4215 0 0 5.08 0 0 
4 20 100 53 1.53 10000 1866 0 0 0 0 0 
5 20 100 60 1.57 10000 1135 0 0 0 0 0 
6 20 100 80 1.58 10000 1603 0 0 0 0 0 
7 20 100 58 1.49 10000 3511 0 0 0 0 0 
8 20 100 54 1.45 10000 2506 0 0 0 0 0 
9 20 100 71 1.68 10000 8173 0 0 0 0 0 
10 20 100 80 1.64 10000 1549 0 0 0 0 0 
11 40 100 92 3.96 10000 9211 0 0 4.61 0 0 
12 40 100 117 4.4 10000 4984 0 0 0 0 0 
13 40 100 150 4.6 10000 4509 0 0 0 0 0 
14 40 100 136 4.38 10000 3402 0 0 0 0 0 
15 40 100 156 4.5 10000 9874 0 0 0 0 0 
16 40 100 116 4.2 10000 234 0 0 0 0 0 
17 40 100 120 4.09 10000 339 0 0 0 0 0 
18 40 100 164 4.58 10000 1767 0 0 0 0 0 
19 40 100 110 4.24 10000 8672 0 0 0 0 0 
20 40 100 113 4.34 10000 272 0 0 0 0 0 
21 60 100 221 8.47 10000 2867 0 0 1.87 0 0 
22 60 100 187 8.72 10000 4345 0 0 0.83 0 0 
23 60 100 201 9.01 10000 1268 0 0 0 0 0 
24 60 100 202 8.43 10000 773 0 0 0 0 0 
25 60 100 179 8.42 10000 867 0 0 0 0 0 
26 60 100 182 8.25 10000 170 0 0 0 0 0 
27 60 100 164 8.07 10000 88 0 0 0 0 0 
28 60 100 209 8.39 10000 1298 0 0 0 0 0 
29 60 100 188 8.52 10000 7728 0 0 0 0 0 
30 60 100 239 9.06 10000 1717 0 0 0 0 0 
31 80 100 248 13.68 10000 336 0 0 0.85 0 0 
32 80 100 260 14.3 10000 809 0 0 0.43 0 0 
33 80 100 253 14.03 10000 810 0 0 0 0 0 
34 80 100 267 13.86 10000 1505 0 0 0 0 0 
35 80 100 256 14.25 10000 634 0 0 0 0 0 
36 80 100 281 13.72 10000 2475 0 0 0 0 0 
37 80 100 297 14.62 10000 2680 0 0 0 0 0 
38 80 100 294 14.15 10000 1792 0 0 0 0 0 
39 80 100 305 14.18 10000 47 0 0 0 0 0 
40 80 100 264 13.96 10000 7971 0 0 0 0 0 
41 100 100 293 20.34 10000 1739 0 0 0.73 0 0 
42 100 100 339 20.37 10000 361 0 0 0 0 0 
43 100 100 288 19.84 10000 3958 0 0 0.37 0 0 
44 100 100 310 20.31 10000 4945 0 0 0 0 0 
45 100 100 330 20.5 10000 377 0 0 0 0 0 
46 100 100 375 20.8 10000 485 0 0 0 0 0 
47 100 100 299 19.49 10000 7629 0 0 0 0 0 
48 100 100 340 20.42 10000 9301 0 0 0 0 0 
49 100 100 320 20.16 10000 6133 0 0 0 0 0 
50 100 100 379 19.95 10000 4318 0 0 0 0 0 

Mon Oct 10 14:19:02 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 73 1.65 10000 522 0 0 7.58 0 0 
2 20 100 44 1.43 10000 9 0 0 0 0 0 
3 20 100 77 1.63 10000 5319 0 0 5.19 0 0 
4 20 100 53 1.53 10000 289 0 0 0 0 0 
5 20 100 61 1.58 10000 17 0 0 0 0 0 
6 20 100 83 1.6 10000 6 0 0 0 0 0 
7 20 100 59 1.48 10000 6 0 0 0 0 0 
8 20 100 55 1.45 10000 5029 0 0 0 0 0 
9 20 100 73 1.62 10000 27 0 0 0 0 0 
10 20 100 80 1.65 10000 21 0 0 0 0 0 
11 40 100 92 3.95 10000 2790 0 0 4.01 0 0 
12 40 100 118 4.03 10000 773 0 0 0 0 0 
13 40 100 151 4.28 10000 234 0 0 0 0 0 
14 40 100 135 4.23 10000 8002 0 0 1.97 0 0 
15 40 100 157 4.2 10000 3037 0 0 0 0 0 
16 40 100 116 4.01 10000 1024 0 0 0 0 0 
17 40 100 119 3.81 10000 9243 0 0 0 0 0 
18 40 100 165 4.17 10000 9527 0 0 0 0 0 
19 40 100 110 4.01 10000 148 0 0 0 0 0 
20 40 100 112 4.17 10000 105 0 0 0 0 0 
21 60 100 222 7.84 10000 1297 0 0 1.82 0 0 
22 60 100 187 7.85 10000 2801 0 0 0.93 0 0 
23 60 100 203 8.05 10000 718 0 0 0 0 0 
24 60 100 202 7.48 10000 1019 0 0 0 0 0 
25 60 100 178 7.71 10000 7164 0 0 0.93 0 0 
26 60 100 182 7.59 10000 584 0 0 0 0 0 
27 60 100 163 7.33 10000 4893 0 0 0 0 0 
28 60 100 208 7.63 10000 7721 0 0 0 0 0 
29 60 100 189 7.77 10000 5547 0 0 0 0 0 
30 60 100 238 8.2 10000 4593 0 0 0 0 0 
31 80 100 247 11.47 10000 1197 0 0 1.23 0 0 
32 80 100 260 11.58 10000 6006 0 0 0.73 0 0 
33 80 100 253 11.64 10000 954 0 0 0 0 0 
34 80 100 267 11.29 10000 1940 0 0 0 0 0 
35 80 100 254 11.93 10000 2386 0 0 0 0 0 
36 80 100 279 11.84 10000 1185 0 0 0 0 0 
37 80 100 297 12.47 10000 2791 0 0 0 0 0 
38 80 100 294 12.09 10000 465 0 0 0 0 0 
39 80 100 304 12.16 10000 6067 0 0 0 0 0 
40 80 100 264 12.1 10000 5260 0 0 0 0 0 
41 100 100 292 16.56 10000 686 0 0 0.78 0 0 
42 100 100 338 16.55 10000 1536 0 0 0.4 0 0 
43 100 100 288 16.77 10000 2044 0 0 0 0 0 
44 100 100 311 16.93 10000 8772 0 0 0.49 0 0 
45 100 100 329 16.68 10000 500 0 0 0 0 0 
46 100 100 374 17.26 10000 1266 0 0 0 0 0 
47 100 100 300 15.56 10000 1105 0 0 0 0 0 
48 100 100 340 17.1 10000 6865 0 0 0 0 0 
49 100 100 320 17.12 10000 703 0 0 0 0 0 
50 100 100 379 16.86 10000 3817 0 0 0 0 0 

Mon Oct 10 18:35:52 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 74 1.16 10000 367 0 0 10.18 0 0 
2 20 100 44 1.02 10000 236 0 0 0 0 0 
3 20 100 76 1.15 10000 2109 0 0 6.36 0 0 
4 20 100 52 1.11 10000 5016 0 0 6.97 0 0 
5 20 100 61 1.15 10000 300 0 0 0 0 0 
6 20 100 82 1.09 10000 174 0 0 0 0 0 
7 20 100 58 1.06 10000 525 0 0 0 0 0 
8 20 100 55 1.06 10000 1437 0 0 0 0 0 
9 20 100 72 1.13 10000 28 0 0 0 0 0 
10 20 100 79 1.16 10000 5176 0 0 0 0 0 
11 40 100 94 2.62 10000 177 0 0 3.95 0 0 
12 40 100 118 2.66 10000 2614 0 0 2.93 0 0 
13 40 100 152 2.82 10000 1802 0 0 0 0 0 
14 40 100 136 2.81 10000 3863 0 0 0 0 0 
15 40 100 156 2.73 10000 98 0 0 0 0 0 
16 40 100 116 2.75 10000 7710 0 0 0 0 0 
17 40 100 120 2.5 10000 158 0 0 0 0 0 
18 40 100 165 2.62 10000 5659 0 0 0 0 0 
19 40 100 112 2.52 10000 936 0 0 0 0 0 
20 40 100 111 2.76 10000 2636 0 0 0 0 0 
21 60 100 223 4.54 10000 3013 0 0 3.52 0 0 
22 60 100 187 4.76 10000 264 0 0 0 0 0 
23 60 100 203 4.92 10000 5548 0 0 1.57 0 0 
24 60 100 203 4.64 10000 513 0 0 0 0 0 
25 60 100 179 4.83 10000 3109 0 0 0 0 0 
26 60 100 182 4.47 10000 5343 0 0 0 0 0 
27 60 100 163 4.62 10000 2962 0 0 0 0 0 
28 60 100 211 4.81 10000 881 0 0 0 0 0 
29 60 100 190 4.72 10000 6350 0 0 0 0 0 
30 60 100 241 4.84 10000 585 0 0 0 0 0 
31 80 100 248 6.86 10000 5750 0 0 2.52 0 0 
32 80 100 260 6.95 10000 8553 0 0 1.14 0 0 
33 80 100 255 6.76 10000 1292 0 0 0 0 0 
34 80 100 268 6.86 10000 2379 0 0 0 0 0 
35 80 100 256 7.11 10000 4860 0 0 0 0 0 
36 80 100 281 7.02 10000 8883 0 0 0 0 0 
37 80 100 297 7.44 10000 532 0 0 0 0 0 
38 80 100 295 7.2 10000 3060 0 0 0 0 0 
39 80 100 306 7.16 10000 1007 0 0 0 0 0 
40 80 100 265 7.07 10000 2530 0 0 0 0 0 
41 100 100 294 9.46 10000 2814 0 0 1.67 0 0 
42 100 100 340 9.7 10000 1627 0 0 0 0 0 
43 100 100 289 9.69 10000 125 0 0 0 0 0 
44 100 100 311 9.81 10000 248 0 0 0 0 0 
45 100 100 330 9.77 10000 2115 0 0 0 0 0 
46 100 100 375 10.15 10000 4317 0 0 0 0 0 
47 100 100 301 9.46 10000 6787 0 0 0 0 0 
48 100 100 341 10.18 10000 85 0 0 0 0 0 
49 100 100 322 9.63 10000 187 0 0 0 0 0 
50 100 100 379 9.65 10000 6169 0 0 0 0 0 

Tue Oct 11 12:51:32 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 72 0.69 10000 2647 0 0 22.84 0 0 
2 20 100 44 0.73 10000 276 0 0 0 0 0 
3 20 100 76 0.7 10000 434 0 0 0 0 0 
4 20 100 53 0.77 10000 9895 0 0 11.4 0 0 
5 20 100 60 0.8 10000 31 0 0 0 0 0 
6 20 100 82 0.73 10000 1769 0 0 0 0 0 
7 20 100 58 0.71 10000 578 0 0 0 0 0 
8 20 100 55 0.67 10000 1108 0 0 0 0 0 
9 20 100 71 0.69 10000 5016 0 0 0 0 0 
10 20 100 79 0.72 10000 458 0 0 0 0 0 
11 40 100 93 1.47 10000 1985 0 0 10.33 0 0 
12 40 100 118 1.51 10000 3140 0 0 4.67 0 0 
13 40 100 150 1.48 10000 7249 0 0 5.17 0 0 
14 40 100 137 1.43 10000 304 0 0 0 0 0 
15 40 100 155 1.5 10000 737 0 0 0 0 0 
16 40 100 115 1.44 10000 3518 0 0 0 0 0 
17 40 100 120 1.57 10000 296 0 0 0 0 0 
18 40 100 165 1.38 10000 2445 0 0 0 0 0 
19 40 100 112 1.52 10000 3891 0 0 0 0 0 
20 40 100 112 1.59 10000 3280 0 0 0 0 0 
21 60 100 222 2.21 10000 782 0 0 6.02 0 0 
22 60 100 187 2.32 10000 9598 0 0 3.91 0 0 
23 60 100 203 2.21 10000 2986 0 0 0 0 0 
24 60 100 202 2.22 10000 2768 0 0 0 0 0 
25 60 100 179 2.47 10000 3449 0 0 0 0 0 
26 60 100 183 2.26 10000 587 0 0 0 0 0 
27 60 100 163 2.27 10000 5087 0 0 0 0 0 
28 60 100 211 2.31 10000 7006 0 0 0 0 0 
29 60 100 190 2.26 10000 7294 0 0 0 0 0 
30 60 100 242 2.15 10000 1584 0 0 0 0 0 
31 80 100 249 3.2 10000 8061 0 0 5.62 0 0 
32 80 100 263 3 10000 5381 0 0 0 0 0 
33 80 100 255 3.06 10000 773 0 0 0 0 0 
34 80 100 268 3.09 10000 879 0 0 0 0 0 
35 80 100 257 3.25 10000 9526 0 0 0 0 0 
36 80 100 283 3.23 10000 388 0 0 0 0 0 
37 80 100 300 3.13 10000 1853 0 0 0 0 0 
38 80 100 297 3.05 10000 1705 0 0 0 0 0 
39 80 100 306 3.07 10000 659 0 0 0 0 0 
40 80 100 265 3.21 10000 1131 0 0 0 0 0 
41 100 100 296 4.32 10000 1832 0 0 3.47 0 0 
42 100 100 342 4.13 10000 989 0 0 0 0 0 
43 100 100 289 4.26 10000 7341 0 0 1.97 0 0 
44 100 100 313 4.21 10000 1150 0 0 0 0 0 
45 100 100 331 4.14 10000 1749 0 0 0 0 0 
46 100 100 378 4.08 10000 9058 0 0 0 0 0 
47 100 100 301 3.98 10000 2154 0 0 0 0 0 
48 100 100 340 4.11 10000 7112 0 0 0 0 0 
49 100 100 321 4.14 10000 7478 0 0 0 0 0 
50 100 100 380 4.08 10000 1340 0 0 0 0 0 

Fri Oct 21 16:49:05 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 73 1.38 10000 92 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 100 44 1.18 10000 51 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 100 76 1.39 10000 54 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 100 54 1.26 10000 50 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 100 60 1.32 10000 5004 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 100 81 1.36 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 100 59 1.25 10000 3 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 100 55 1.34 10000 101 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 

Fri Oct 21 17:22:20 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 100 73 1.41 10000 92 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 100 44 1.13 10000 51 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 100 76 1.3 10000 54 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 100 54 1.23 10000 50 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 100 60 1.3 10000 5004 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 100 81 1.29 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 100 59 1.19 10000 3 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 100 55 1.31 10000 101 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
9 20 100 73 1.4 10000 12 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
10 20 100 80 1.36 10000 20 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
11 40 100 93 3.28 10000 44 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
12 40 100 118 3.46 10000 93 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
13 40 100 150 3.82 10000 559 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
14 40 100 137 3.65 10000 749 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
15 40 100 157 3.63 10000 52 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
16 40 100 114 3.36 10000 1563 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
17 40 100 120 3.39 10000 2475 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
18 40 100 165 3.56 10000 5210 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
19 40 100 112 3.49 10000 30 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
20 40 100 113 3.5 10000 892 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
21 60 100 221 6.81 10000 7261 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
22 60 100 187 6.79 10000 710 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
23 60 100 202 6.98 10000 2035 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
24 60 100 200 6.56 10000 1534 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
25 60 100 180 6.5 10000 1389 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
26 60 100 181 6.43 10000 3174 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
27 60 100 163 6.28 10000 15 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
28 60 100 208 6.66 10000 4688 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
29 60 100 189 6.7 10000 1717 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
30 60 100 239 7.06 10000 1138 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
31 80 100 247 10.11 10000 973 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
32 80 100 260 10.16 10000 234 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
33 80 100 253 10.31 10000 361 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
34 80 100 266 9.97 10000 1338 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
35 80 100 256 10.56 10000 897 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
36 80 100 280 10.43 10000 2436 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
37 80 100 297 10.98 10000 6267 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
38 80 100 293 10.7 10000 1665 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
39 80 100 304 10.7 10000 4798 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
40 80 100 265 10.58 10000 1515 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
41 100 100 293 14.57 10000 476 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
42 100 100 339 14.61 10000 7207 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
43 100 100 287 14.8 10000 1120 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
44 100 100 311 15.09 10000 3665 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
45 100 100 329 14.81 10000 833 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
46 100 100 375 15.39 10000 556 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
47 100 100 300 13.74 10000 442 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
48 100 100 340 15.51 10000 834 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
49 100 100 320 14.99 10000 1705 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
50 100 100 377 14.9 10000 1315 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 

Sun Oct 23 19:29:11 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:29:46 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:32:43 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

Sun Oct 23 19:34:12 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv

