Mon Aug 15 16:16:26 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
9 20 40 185 2.38 100000 41 0 0 0 0 0 
10 20 40 206 2.44 100000 36 0 0 0 0 0 
11 40 40 234 5.31 100000 4072 0 0 3.13 0 0 
12 40 40 299 5.37 100000 85 0 0 0 0 0 
13 40 40 380 5.06 100000 3962 0 0 0 0 0 
14 40 40 352 4.54 100000 75 0 0 0 0 0 
15 40 40 404 5 100000 8030 0 0 0 0 0 
16 40 40 347 5.08 100000 19 0 0 0 0 0 
17 40 40 308 5.12 100000 23 0 0 0 0 0 
18 40 40 464 4.75 100000 27531 0 0 1.96 0 0 
19 40 40 279 5.26 100000 1605 0 0 0 0 0 
20 40 40 279 5.69 100000 47388 0 0 1.33 0 0 
21 60 40 590 7.74 100000 40 0 0 0.95 0 0 
22 60 40 471 8.19 100000 50765 0 0 1.32 0 0 
23 60 40 512 7.98 100000 22114 0 0 0 0 0 
24 60 40 528 7.89 100000 53009 0 0 0 0 0 
25 60 40 443 8.7 100000 42591 0 0 0 0 0 
26 60 40 461 7.91 100000 40859 0 0 0 0 0 
27 60 40 415 8.26 100000 306 0 0 0 0 0 
28 60 40 526 8.33 100000 1550 0 0 0 0 0 
29 60 40 482 8.03 100000 6276 0 0 0 0 0 
30 60 40 648 7.5 100000 37 0 0 0 0 0 
31 80 40 667 11.83 100000 77 0 0 0.73 0 0 
32 80 40 697 10.79 100000 21040 0 0 0.92 0 0 
33 80 40 661 11.42 100000 39024 0 0 0.85 0 0 
34 80 40 701 11.49 100000 158 0 0 0 0 0 
35 80 40 634 11.97 100000 29993 0 0 0 0 0 
36 80 40 735 11.95 100000 43 0 0 0 0 0 
37 80 40 768 11.32 100000 33030 0 0 0 0 0 
38 80 40 797 11.04 100000 51 0 0 0 0 0 
39 80 40 788 10.93 100000 71 0 0 0 0 0 
40 80 40 660 11.89 100000 4748 0 0 0 0 0 
41 100 40 740 16.86 100000 38805 0 0 1.25 0 0 
42 100 40 855 15.48 100000 74125 0 0 0.67 0 0 
43 100 40 723 16.62 100000 19501 0 0 0 0 0 
44 100 40 776 16.16 100000 17130 0 0 0 0 0 
45 100 40 860 16.05 100000 51 0 0 0 0 0 
46 100 40 981 15.03 100000 1049 0 0 0 0 0 
47 100 40 775 15.21 100000 482 0 0 0 0 0 
48 100 40 848 15.71 100000 52142 0 0 0 0 0 
49 100 40 811 16.11 100000 76727 0 0 0 0 0 
50 100 40 1040 15.55 100000 19 0 0 0 0 0 

Thu Oct  6 19:13:44 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 186 0.54 10000 1845 0 0 27.85 0 0 
2 20 40 114 0.61 10000 48 0 0 0 0 0 
3 20 40 195 0.56 10000 3748 0 0 13.43 0 0 
4 20 40 135 0.6 10000 846 0 0 0 0 0 
5 20 40 147 0.61 10000 530 0 0 0 0 0 
6 20 40 203 0.58 10000 1637 0 0 0 0 0 
7 20 40 146 0.55 10000 3018 0 0 0 0 0 
8 20 40 139 0.58 10000 66 0 0 0 0 0 
9 20 40 183 0.56 10000 9546 0 0 0 0 0 
10 20 40 206 0.56 10000 35 0 0 0 0 0 
11 40 40 234 1.22 10000 6496 0 0 14.39 0 0 
12 40 40 299 1.23 10000 1431 0 0 0 0 0 
13 40 40 383 1.19 10000 5979 0 0 0 0 0 
14 40 40 352 1.1 10000 42 0 0 0 0 0 
15 40 40 404 1.17 10000 56 0 0 0 0 0 
16 40 40 347 1.19 10000 18 0 0 0 0 0 
17 40 40 308 1.2 10000 60 0 0 0 0 0 
18 40 40 464 1.11 10000 6526 0 0 0 0 0 
19 40 40 281 1.2 10000 1438 0 0 0 0 0 
20 40 40 278 1.26 10000 9487 0 0 0 0 0 
21 60 40 590 1.76 10000 577 0 0 7.22 0 0 
22 60 40 473 1.82 10000 8070 0 0 4.9 0 0 
23 60 40 512 1.79 10000 6170 0 0 0 0 0 
24 60 40 531 1.79 10000 37 0 0 0 0 0 
25 60 40 448 1.97 10000 4351 0 0 0 0 0 
26 60 40 462 1.81 10000 3874 0 0 0 0 0 
27 60 40 415 1.85 10000 4718 0 0 0 0 0 
28 60 40 527 1.87 10000 277 0 0 0 0 0 
29 60 40 482 1.85 10000 4113 0 0 0 0 0 
30 60 40 648 1.73 10000 42 0 0 0 0 0 
31 80 40 667 2.56 10000 531 0 0 4.9 0 0 
32 80 40 697 2.39 10000 4198 0 0 3.43 0 0 
33 80 40 666 2.51 10000 3027 0 0 0 0 0 
34 80 40 701 2.52 10000 552 0 0 0 0 0 
35 80 40 636 2.64 10000 8369 0 0 1.56 0 0 
36 80 40 735 2.6 10000 56 0 0 0 0 0 
37 80 40 766 2.5 10000 6801 0 0 0 0 0 
38 80 40 797 2.46 10000 27 0 0 0 0 0 
39 80 40 788 2.45 10000 560 0 0 0 0 0 
40 80 40 663 2.6 10000 6276 0 0 0 0 0 
41 100 40 743 3.49 10000 7897 0 0 5.14 0 0 
42 100 40 857 3.32 10000 7096 0 0 0 0 0 
43 100 40 727 3.52 10000 125 0 0 0 0 0 
44 100 40 777 3.42 10000 1457 0 0 0 0 0 
45 100 40 860 3.32 10000 94 0 0 0 0 0 
46 100 40 981 3.22 10000 157 0 0 0 0 0 
47 100 40 775 3.24 10000 1402 0 0 0 0 0 
48 100 40 849 3.38 10000 1250 0 0 0 0 0 
49 100 40 813 3.39 10000 829 0 0 0 0 0 
50 100 40 1040 3.31 10000 62 0 0 0 0 0 

Sun Oct  9 19:28:25 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 188 1.72 10000 167 0 0 5.95 0 0 
2 20 40 114 1.49 10000 3 0 0 0 0 0 
3 20 40 195 1.57 10000 508 0 0 3.71 0 0 
4 20 40 141 1.54 10000 17 0 0 0 0 0 
5 20 40 150 1.58 10000 9 0 0 0 0 0 
6 20 40 207 1.68 10000 1057 0 0 3.49 0 0 
7 20 40 147 1.5 10000 5 0 0 0 0 0 
8 20 40 139 1.62 10000 535 0 0 0 0 0 
9 20 40 184 1.77 10000 1219 0 0 0 0 0 
10 20 40 210 1.7 10000 4 0 0 0 0 0 
11 40 40 238 4.24 10000 3094 0 0 3.79 0 0 
12 40 40 308 4.42 10000 1090 0 0 0 0 0 
13 40 40 387 4.74 10000 9543 0 0 1.81 0 0 
14 40 40 352 4.45 10000 1266 0 0 0 0 0 
15 40 40 406 4.51 10000 2086 0 0 0 0 0 
16 40 40 347 4.44 10000 5 0 0 0 0 0 
17 40 40 308 4.27 10000 19 0 0 0 0 0 
18 40 40 464 4.71 10000 229 0 0 0 0 0 
19 40 40 282 4.36 10000 2080 0 0 0 0 0 
20 40 40 281 4.31 10000 1245 0 0 0 0 0 
21 60 40 590 8.9 10000 255 0 0 1.24 0 0 
22 60 40 473 8.79 10000 2629 0 0 0.88 0 0 
23 60 40 511 9.31 10000 1525 0 0 0 0 0 
24 60 40 527 8.66 10000 1536 0 0 0 0 0 
25 60 40 454 8.75 10000 4720 0 0 0 0 0 
26 60 40 467 8.75 10000 3747 0 0 0 0 0 
27 60 40 417 8.16 10000 3151 0 0 0 0 0 
28 60 40 531 8.61 10000 1140 0 0 0 0 0 
29 60 40 486 8.92 10000 4545 0 0 0 0 0 
30 60 40 648 9.53 10000 15 0 0 0 0 0 
31 80 40 667 13.96 10000 9875 0 0 1.31 0 0 
32 80 40 697 14.56 10000 1077 0 0 0 0 0 
33 80 40 660 14.04 10000 1189 0 0 0 0 0 
34 80 40 701 14.51 10000 53 0 0 0 0 0 
35 80 40 638 13.97 10000 6274 0 0 0 0 0 
36 80 40 735 14.06 10000 35 0 0 0 0 0 
37 80 40 762 14.42 10000 1966 0 0 0 0 0 
38 80 40 797 14.18 10000 3 0 0 0 0 0 
39 80 40 788 14.18 10000 994 0 0 0 0 0 
40 80 40 670 14.2 10000 717 0 0 0 0 0 
41 100 40 740 20.16 10000 5211 0 0 0.84 0 0 
42 100 40 863 20.24 10000 2301 0 0 0 0 0 
43 100 40 729 20.29 10000 7368 0 0 0 0 0 
44 100 40 783 20.7 10000 792 0 0 0 0 0 
45 100 40 860 21.18 10000 204 0 0 0 0 0 
46 100 40 981 21.22 10000 601 0 0 0 0 0 
47 100 40 774 20.09 10000 913 0 0 0 0 0 
48 100 40 858 20.65 10000 187 0 0 0 0 0 
49 100 40 817 20.34 10000 5397 0 0 0 0 0 
50 100 40 1040 21.18 10000 13 0 0 0 0 0 

Mon Oct 10 14:09:11 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 190 1.63 10000 80 0 0 5.37 0 0 
2 20 40 114 1.39 10000 4 0 0 0 0 0 
3 20 40 196 1.57 10000 13 0 0 0 0 0 
4 20 40 141 1.47 10000 40 0 0 0 0 0 
5 20 40 151 1.51 10000 117 0 0 0 0 0 
6 20 40 209 1.53 10000 14 0 0 0 0 0 
7 20 40 147 1.46 10000 5003 0 0 5.79 0 0 
8 20 40 140 1.54 10000 66 0 0 0 0 0 
9 20 40 184 1.63 10000 22 0 0 0 0 0 
10 20 40 210 1.57 10000 7 0 0 0 0 0 
11 40 40 235 3.72 10000 856 0 0 3.63 0 0 
12 40 40 308 3.88 10000 19 0 0 0 0 0 
13 40 40 389 3.97 10000 5033 0 0 2.09 0 0 
14 40 40 353 3.86 10000 115 0 0 0 0 0 
15 40 40 405 4 10000 7258 0 0 1.77 0 0 
16 40 40 347 3.89 10000 5 0 0 0 0 0 
17 40 40 308 3.64 10000 98 0 0 0 0 0 
18 40 40 464 4.14 10000 7388 0 0 0 0 0 
19 40 40 284 3.76 10000 369 0 0 0 0 0 
20 40 40 282 3.79 10000 6187 0 0 0 0 0 
21 60 40 590 7.21 10000 32 0 0 0.96 0 0 
22 60 40 474 7.13 10000 1179 0 0 0.98 0 0 
23 60 40 511 7.55 10000 5268 0 0 1.1 0 0 
24 60 40 527 6.88 10000 71 0 0 0 0 0 
25 60 40 450 6.83 10000 896 0 0 0 0 0 
26 60 40 467 6.9 10000 6691 0 0 0 0 0 
27 60 40 418 6.73 10000 728 0 0 0 0 0 
28 60 40 533 6.99 10000 1673 0 0 0 0 0 
29 60 40 491 7.05 10000 7923 0 0 0 0 0 
30 60 40 648 7.4 10000 14 0 0 0 0 0 
31 80 40 667 10.53 10000 2546 0 0 1.48 0 0 
32 80 40 697 11.18 10000 5221 0 0 0.7 0 0 
33 80 40 660 10.52 10000 15 0 0 0 0 0 
34 80 40 701 10.99 10000 76 0 0 0 0 0 
35 80 40 642 10.74 10000 9554 0 0 0.69 0 0 
36 80 40 735 10.88 10000 50 0 0 0 0 0 
37 80 40 762 11.08 10000 249 0 0 0 0 0 
38 80 40 797 11.4 10000 3 0 0 0 0 0 
39 80 40 788 11.08 10000 532 0 0 0 0 0 
40 80 40 669 10.82 10000 6668 0 0 0 0 0 
41 100 40 743 14.95 10000 1940 0 0 1.01 0 0 
42 100 40 864 15.12 10000 2702 0 0 0.43 0 0 
43 100 40 728 14.67 10000 7407 0 0 0.54 0 0 
44 100 40 781 15.35 10000 3837 0 0 0 0 0 
45 100 40 860 15.75 10000 565 0 0 0 0 0 
46 100 40 981 15.84 10000 450 0 0 0 0 0 
47 100 40 776 14.68 10000 1231 0 0 0 0 0 
48 100 40 858 15.23 10000 5299 0 0 0 0 0 
49 100 40 817 14.93 10000 1234 0 0 0 0 0 
50 100 40 1040 15.65 10000 13 0 0 0 0 0 

Mon Oct 10 18:30:13 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 187 1.06 10000 75 0 0 8.14 0 0 
2 20 40 114 1.02 10000 3 0 0 0 0 0 
3 20 40 196 1.06 10000 25 0 0 0 0 0 
4 20 40 135 1.01 10000 846 0 0 6.54 0 0 
5 20 40 150 1.05 10000 5192 0 0 7.95 0 0 
6 20 40 201 1.03 10000 5344 0 0 0 0 0 
7 20 40 147 1.01 10000 18 0 0 0 0 0 
8 20 40 140 1.06 10000 58 0 0 0 0 0 
9 20 40 184 1.1 10000 23 0 0 0 0 0 
10 20 40 206 1.05 10000 13 0 0 0 0 0 
11 40 40 236 2.45 10000 3058 0 0 6.55 0 0 
12 40 40 306 2.46 10000 166 0 0 0 0 0 
13 40 40 387 2.53 10000 677 0 0 0 0 0 
14 40 40 352 2.51 10000 281 0 0 0 0 0 
15 40 40 406 2.52 10000 159 0 0 0 0 0 
16 40 40 347 2.49 10000 4 0 0 0 0 0 
17 40 40 308 2.39 10000 82 0 0 0 0 0 
18 40 40 465 2.62 10000 5755 0 0 2.74 0 0 
19 40 40 283 2.37 10000 292 0 0 0 0 0 
20 40 40 284 2.39 10000 487 0 0 0 0 0 
21 60 40 590 4.32 10000 308 0 0 2.65 0 0 
22 60 40 474 4.41 10000 134 0 0 0 0 0 
23 60 40 511 4.53 10000 9121 0 0 2 0 0 
24 60 40 529 4.33 10000 14 0 0 0 0 0 
25 60 40 452 4.25 10000 5111 0 0 0 0 0 
26 60 40 467 4.26 10000 1096 0 0 0 0 0 
27 60 40 417 4.21 10000 5334 0 0 0 0 0 
28 60 40 530 4.38 10000 109 0 0 0 0 0 
29 60 40 490 4.32 10000 663 0 0.01 0 0 0 
30 60 40 648 4.49 10000 44 0 0 0 0 0 
31 80 40 667 6.46 10000 104 0 0 1.43 0 0 
32 80 40 698 6.67 10000 570 0 0 0.92 0 0 
33 80 40 660 6.42 10000 23 0 0 0 0 0 
34 80 40 701 6.49 10000 219 0 0 0 0 0 
35 80 40 638 6.4 10000 1520 0 0 1 0 0 
36 80 40 735 6.6 10000 54 0 0 0 0 0 
37 80 40 761 6.59 10000 180 0 0 0 0 0 
38 80 40 797 6.54 10000 14 0 0 0 0 0 
39 80 40 788 6.58 10000 1050 0 0 0 0 0 
40 80 40 666 6.51 10000 6046 0 0 1.18 0 0 
41 100 40 737 8.98 10000 3168 0 0 1.79 0 0 
42 100 40 856 9.02 10000 630 0 0 0 0 0 
43 100 40 731 9 10000 749 0 0 0 0 0 
44 100 40 779 8.9 10000 783 0 0 0 0 0 
45 100 40 860 9.29 10000 98 0 0 0 0 0 
46 100 40 981 9.19 10000 512 0 0 0 0 0 
47 100 40 775 8.73 10000 454 0 0 0 0 0 
48 100 40 854 9.1 10000 7762 0 0 0.79 0 0 
49 100 40 820 8.81 10000 5204 0 0 0 0 0 
50 100 40 1040 9.22 10000 29 0 0 0 0 0 

Tue Oct 11 12:50:05 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 188 0.51 10000 43 0 0 14.74 0 0 
2 20 40 114 0.55 10000 25 0 0 0 0 0 
3 20 40 196 0.51 10000 1931 0 0 14.76 0 0 
4 20 40 135 0.57 10000 846 0 0 0 0 0 
5 20 40 149 0.56 10000 8494 0 0 15.42 0 0 
6 20 40 203 0.53 10000 2090 0 0 0 0 0 
7 20 40 147 0.51 10000 57 0 0 0 0 0 
8 20 40 139 0.52 10000 45 0 0 0 0 0 
9 20 40 186 0.49 10000 125 0 0 0 0 0 
10 20 40 206 0.52 10000 44 0 0 0 0 0 
11 40 40 235 1.12 10000 756 0 0 11.83 0 0 
12 40 40 303 1.11 10000 5177 0 0 7.56 0 0 
13 40 40 384 1.09 10000 1864 0 0 0 0 0 
14 40 40 352 1.01 10000 56 0 0 0 0 0 
15 40 40 406 1.08 10000 5098 0 0 0 0 0 
16 40 40 347 1.09 10000 18 0 0 0 0 0 
17 40 40 308 1.08 10000 94 0 0 0 0 0 
18 40 40 466 1.03 10000 5061 0 0 0 0 0 
19 40 40 279 1.13 10000 867 0 0 0 0 0 
20 40 40 280 1.17 10000 6450 0 0 0 0 0 
21 60 40 590 1.63 10000 76 0 0 5.31 0 0 
22 60 40 474 1.7 10000 745 0 0 3.82 0 0 
23 60 40 518 1.65 10000 5153 0 0 5.07 0 0 
24 60 40 534 1.67 10000 5026 0 0 0 0 0 
25 60 40 449 1.81 10000 2872 0 0 0 0 0 
26 60 40 461 1.66 10000 5990 0 0 0 0 0 
27 60 40 417 1.69 10000 8598 0 0 0 0 0 
28 60 40 526 1.73 10000 405 0 0 0 0 0 
29 60 40 484 1.67 10000 1321 0 0 0 0 0 
30 60 40 648 1.58 10000 47 0 0 0 0 0 
31 80 40 667 2.36 10000 48 0 0 3.28 0 0 
32 80 40 697 2.22 10000 5160 0 0 3.84 0 0 
33 80 40 672 2.32 10000 3980 0 0 0 0 0 
34 80 40 701 2.3 10000 1000 0 0 0 0 0 
35 80 40 635 2.41 10000 2069 0 0 0 0 0 
36 80 40 735 2.38 10000 66 0 0 0 0 0 
37 80 40 773 2.28 10000 93 0 0 0 0 0 
38 80 40 797 2.3 10000 163 0 0 0 0 0 
39 80 40 788 2.22 10000 121 0 0 0 0 0 
40 80 40 662 2.37 10000 2509 0 0 0 0 0 
41 100 40 742 3.23 10000 1409 0 0 4.48 0 0 
42 100 40 859 3.03 10000 6089 0 0.01 2.78 0 0 
43 100 40 722 3.21 10000 8696 0 0 2.2 0 0 
44 100 40 777 3.15 10000 5822 0 0 0 0 0 
45 100 40 860 3.09 10000 83 0 0 0 0 0 
46 100 40 981 2.98 10000 393 0 0 0 0 0 
47 100 40 775 2.97 10000 330 0 0 0 0 0 
48 100 40 850 3.09 10000 2302 0 0 0 0 0 
49 100 40 815 3.11 10000 1573 0 0 0 0 0 
50 100 40 1040 3.04 10000 91 0 0 0 0 0 

Fri Oct 21 16:40:11 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 189 1.48 10000 266 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 40 114 1.23 10000 13 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 40 195 1.35 10000 5002 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 40 141 1.27 10000 31 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 40 151 1.28 10000 91 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 40 208 1.3 10000 111 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 40 148 1.21 10000 11 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 40 139 1.36 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
9 20 40 186 1.33 10000 14 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
10 20 40 210 1.36 10000 4 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
11 40 40 242 3.2 10000 1227 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
12 40 40 309 3.24 10000 7888 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
13 40 40 389 3.48 10000 1519 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
14 40 40 353 3.33 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
15 40 40 410 3.36 10000 56 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
16 40 40 347 3.25 10000 3 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
17 40 40 308 3.1 10000 5 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
18 40 40 465 3.54 10000 5 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
19 40 40 284 3.25 10000 173 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
20 40 40 284 3.28 10000 246 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
21 60 40 590 6 10000 54 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
22 60 40 471 6.28 10000 769 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
23 60 40 511 6.55 10000 89 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
24 60 40 527 5.86 10000 4622 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
25 60 40 450 5.83 10000 5197 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
26 60 40 464 5.96 10000 395 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
27 60 40 417 6.03 10000 5430 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
28 60 40 532 5.96 10000 485 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
29 60 40 488 6.15 10000 8000 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
30 60 40 648 6.7 10000 43 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
31 80 40 669 8.97 10000 596 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
32 80 40 697 9.68 10000 3021 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
33 80 40 659 9.01 10000 6521 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
34 80 40 701 9.76 10000 152 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
35 80 40 636 9.96 10000 568 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
36 80 40 735 9.61 10000 36 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
37 80 40 760 9.9 10000 8638 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
38 80 40 797 10.2 10000 7 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
39 80 40 788 9.76 10000 86 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
40 80 40 667 9.41 10000 1067 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
41 100 40 741 12.91 10000 4386 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
42 100 40 861 13.48 10000 6576 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
43 100 40 723 12.93 10000 1768 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
44 100 40 777 13.73 10000 2584 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
45 100 40 860 13.79 10000 182 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
46 100 40 981 14.18 10000 71 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
47 100 40 774 12.76 10000 481 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
48 100 40 855 13.51 10000 9375 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
49 100 40 816 12.83 10000 1288 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
50 100 40 1040 13.97 10000 8 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 

Fri Oct 21 17:13:31 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 40 189 1.43 10000 266 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
2 20 40 114 1.15 10000 13 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
3 20 40 195 1.29 10000 5002 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
4 20 40 141 1.16 10000 31 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
5 20 40 151 1.26 10000 91 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
6 20 40 208 1.23 10000 111 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
7 20 40 148 1.19 10000 11 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
8 20 40 139 1.3 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
9 20 40 186 1.31 10000 14 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
10 20 40 210 1.3 10000 4 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
11 40 40 242 3.22 10000 1227 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
12 40 40 309 3.22 10000 7888 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
13 40 40 389 3.41 10000 1519 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
14 40 40 353 3.35 10000 10 0 4.53634e-316 1.17709e-312 -1.07375e+09 0 
